Frame,Time,1_pos_X,1_pos_Y,1_pos_Z,2_pos_X,2_pos_Y,2_pos_Z,3_pos_X,3_pos_Y,3_pos_Z,4_pos_X,4_pos_Y,4_pos_Z,C_pos_X,C_pos_Y,C_pos_Z
555,5.54,624.166,551.058,288.582,621.223,702.097,285.341,769.279,704.126,270.367,771.092,555.398,277.023,701.699,626.779,299.737
556,5.55,630.269,555.856,288.399,627.61,706.78,285.202,775.664,708.567,270.516,777.24,559.845,276.832,707.894,631.287,299.631
557,5.56,636.431,560.57,288.21,634.181,711.481,285.088,782.269,713.079,270.402,783.278,563.953,276.73,714.424,635.759,299.574
558,5.57,642.627,565.24,288.131,640.732,716.132,284.937,788.621,717.499,270.317,789.464,568.465,276.575,720.688,640.285,299.405
559,5.58,648.802,570.021,287.938,647.194,720.682,284.777,795.384,721.787,270.436,795.814,572.902,276.549,727.089,644.866,299.309
560,5.59,654.971,574.854,287.665,653.799,725.495,284.459,801.947,726.136,270.324,802.155,577.189,276.654,733.451,649.364,299.184
561,5.6,661.285,579.683,287.497,660.442,730.274,284.306,808.723,730.486,270.231,808.411,581.556,276.479,739.849,653.917,299.049
562,5.61,667.693,584.33,287.372,667.284,735.121,284.187,815.41,734.907,270.174,814.773,585.988,276.445,746.394,658.368,298.783
563,5.62,674.186,588.973,287.359,673.944,739.929,283.9,822.173,739.45,269.881,821.148,590.515,276.347,752.976,662.993,298.704
564,5.63,680.488,593.846,287.069,680.771,744.734,283.7,829.035,743.686,269.852,827.631,594.894,276.16,759.67,667.678,298.665
565,5.64,687.052,598.646,286.959,687.665,749.475,283.559,835.866,748.243,269.67,834.104,599.298,276.045,766.272,672.354,298.389
566,5.65,693.474,603.397,286.662,694.484,754.191,283.342,842.643,752.703,269.628,840.588,603.772,275.781,773,676.998,298.317
567,5.66,700.149,608.247,286.513,701.4,758.997,283.062,849.598,757.262,269.506,847.155,608.208,275.701,779.655,681.669,298.138
568,5.67,706.718,613.159,286.092,708.29,763.805,282.856,856.407,761.744,269.26,853.812,612.766,275.51,786.408,686.212,297.973
569,5.68,713.33,617.942,285.942,715.179,768.529,282.556,863.424,766.15,269.261,860.32,617.11,275.471,793.197,690.837,297.777
570,5.69,719.884,622.7,285.744,722.211,773.331,282.326,870.412,770.491,268.896,867.078,621.657,275.334,800.006,695.445,297.545
571,5.7,726.67,627.639,285.521,729.17,778.194,282.11,877.469,775,268.742,873.693,626.304,275.216,806.875,700.127,297.335
572,5.71,733.217,632.472,285.037,736.296,783.074,281.973,884.632,779.566,268.647,880.477,630.728,274.857,813.757,704.767,297.141
573,5.72,740.173,637.392,284.954,743.406,787.979,281.788,891.541,784.044,268.358,887.268,635.267,274.786,820.828,709.43,297.034
574,5.73,746.947,642.173,284.698,750.585,792.827,281.59,898.774,788.563,268.458,894.049,639.706,274.345,827.587,714.005,296.624
575,5.74,753.723,647.016,284.371,757.634,797.675,281.358,905.912,793.205,268.115,900.656,644.145,274.062,834.625,718.762,296.476
576,5.75,760.617,651.767,284.153,764.795,802.517,281.032,913.261,797.726,268.049,907.617,648.779,273.888,841.605,723.41,296.308
577,5.76,767.504,656.724,283.872,772.016,807.346,280.74,920.39,802.353,267.923,914.571,653.353,273.802,848.58,728.089,295.973
578,5.77,774.624,661.566,283.587,779.246,812.196,280.489,927.406,806.892,267.633,921.515,657.996,273.64,855.674,732.842,295.801
579,5.78,781.424,666.338,283.141,786.557,816.978,280.346,934.683,811.209,267.399,928.572,662.499,273.464,862.711,737.543,295.614
580,5.79,788.415,671.052,282.699,793.731,821.855,279.807,941.811,815.923,267.244,935.567,667.175,273.378,869.754,742.192,295.296
581,5.8,795.562,675.894,282.445,801.111,826.676,279.627,949.392,820.445,267.23,942.621,671.794,273.083,876.984,746.884,295.048
582,5.81,802.551,680.886,282.075,808.392,831.49,279.238,956.286,825.147,266.833,949.619,676.286,272.737,884.17,751.56,294.801
583,5.82,809.739,685.498,282.018,815.688,836.247,278.778,963.86,829.65,266.626,956.719,680.968,272.596,891.437,756.258,294.471
584,5.83,816.73,690.079,281.67,823.061,841.052,278.587,971.282,834.399,266.302,963.94,685.592,272.26,898.658,761.035,294.205
585,5.84,823.989,695.106,281.459,830.404,845.97,278.189,978.525,839.032,265.957,970.978,690.107,272.02,905.84,765.697,293.936
586,5.85,831.277,699.902,281.354,837.803,850.729,277.944,985.951,843.543,265.77,978.316,694.769,271.707,913.182,770.493,293.732
587,5.86,838.338,704.753,281.141,845.291,855.541,277.665,993.339,848.141,265.157,985.489,699.656,271.738,920.504,775.257,293.463
588,5.87,845.661,709.771,280.843,852.589,860.344,277.185,1000.711,852.93,264.813,992.795,704.222,271.232,927.82,780.098,293.129
589,5.88,852.946,714.606,280.72,860.044,865.1,276.832,1008.338,857.539,264.672,999.907,708.831,271.031,935.239,784.842,292.925
590,5.89,860.063,719.4,280.261,867.543,870.048,276.628,1015.63,862.248,264.143,1007.28,713.502,270.752,942.654,789.673,292.698
591,5.9,867.587,724.265,280.11,875.027,875.016,276.249,1023.124,866.857,263.931,1014.6,718.314,270.689,949.938,794.281,292.135
592,5.91,874.996,729.099,279.828,882.536,879.756,275.981,1030.809,871.718,263.685,1022.147,722.878,270.324,957.49,799.113,291.881
593,5.92,882.47,734.095,279.511,890.085,884.59,275.523,1038.142,876.516,263.285,1029.56,727.843,270.274,964.943,803.83,291.546
594,5.93,889.921,738.916,279.289,897.61,889.378,275.209,1045.782,880.995,262.91,1036.968,732.375,269.721,972.346,808.656,291.171
595,5.94,897.513,743.608,278.961,905.3,894.33,274.894,1053.218,885.772,262.619,1044.333,737.22,269.524,979.956,813.421,290.953
596,5.95,904.921,748.428,278.638,912.837,899.222,274.601,1060.705,890.643,262.014,1051.805,741.715,268.901,987.544,818.308,290.651
597,5.96,912.543,753.124,278.286,920.471,904.032,274.309,1068.412,895.432,262.008,1059.419,746.764,268.861,995.051,823.199,290.341
598,5.97,920.032,757.945,277.842,928.002,908.794,273.836,1076.11,900.216,261.51,1067.046,751.44,268.32,1002.686,828.052,290.045
599,5.98,927.638,762.963,277.458,935.594,913.597,273.404,1083.704,904.969,261.435,1074.482,756.372,268.331,1010.239,832.995,289.682
600,5.99,935.33,767.825,277.003,943.325,918.541,272.871,1091.389,909.901,261.305,1082.32,761.196,268.214,1017.792,837.83,289.372
601,6,942.752,772.874,276.37,950.735,923.512,271.754,1099.094,914.99,261.49,1089.785,766.186,268.565,1025.294,842.656,289.2
602,6.01,950.207,777.766,275.006,958.372,928.386,270.82,1106.559,919.721,261.652,1097.391,771.112,268.96,1032.528,847.577,288.613
603,6.02,957.713,782.636,273.911,965.937,933.394,269.521,1114.432,924.467,262.366,1104.951,776.113,269.663,1039.758,853.005,287.979
604,6.03,965.204,787.503,272.576,973.363,938.232,268.036,1122.042,929.658,263.346,1112.362,780.839,270.399,1047.169,857.749,288.045
605,6.04,972.728,792.362,270.909,980.913,943.09,266.359,1129.387,934.504,264.279,1119.854,785.783,271.255,1054.547,862.892,287.83
606,6.05,979.974,797.282,269.26,988.244,947.964,264.596,1136.829,939.366,265.25,1127.192,790.811,272.688,1061.604,867.861,287.573
607,6.06,987.207,802.278,267.104,995.66,952.939,262.736,1144.197,944.466,266.509,1134.392,795.527,273.551,1068.137,872.284,287.394
608,6.07,994.573,807.258,265.256,1002.851,957.898,260.639,1151.283,949.319,267.862,1141.465,800.876,274.826,1074.863,877.181,287.096
609,6.08,1001.754,812.077,263.249,1010.197,962.987,258.872,1158.495,954.342,269.263,1148.395,805.667,275.835,1081.527,882.029,286.603
610,6.09,1008.875,817.202,261.159,1017.406,967.978,257.117,1165.36,959.367,270.385,1155.344,810.824,277.073,1088.073,887.117,286.139
611,6.1,1015.777,822.29,259.149,1024.528,972.978,255.368,1172.091,964.446,271.544,1161.951,815.613,277.885,1094.475,892.003,285.805
612,6.11,1022.522,827.077,257.146,1031.291,977.906,253.56,1178.662,969.236,272.599,1168.335,820.879,278.704,1100.962,897.231,285.627
613,6.12,1029.478,832.27,255.275,1037.954,982.627,251.633,1185.116,974.306,273.484,1174.703,825.584,279.445,1107.126,902.305,285.183
614,6.13,1035.991,837.201,253.517,1044.523,987.565,250.171,1191.378,979.511,274.491,1180.76,830.79,280.026,1113.21,907.43,284.745
615,6.14,1042.336,842.601,251.559,1050.95,992.806,248.771,1197.192,984.412,275.194,1186.847,835.727,280.262,1119.202,912.433,284.354
616,6.15,1048.393,847.461,249.959,1057.111,997.838,247.444,1203.119,989.322,275.781,1192.479,840.782,280.511,1124.789,917.387,283.7
617,6.16,1054.327,852.423,248.531,1063.086,1002.869,246.277,1208.534,994.517,276.113,1197.915,845.634,280.511,1130.255,922.24,282.962
618,6.17,1059.92,857.311,246.75,1068.622,1007.866,244.953,1213.574,999.355,276.258,1203.313,850.818,280.592,1135.334,927.171,282.235
619,6.18,1065.56,862.598,245.435,1074.037,1012.864,243.829,1218.798,1004.43,276.457,1208.602,855.944,280.453,1140.443,932.28,281.576
620,6.19,1070.539,867.79,243.957,1079.105,1017.83,242.682,1223.772,1009.61,276.44,1213.556,861.112,280.06,1145.364,937.3,280.826
621,6.2,1075.656,872.541,242.741,1083.852,1022.886,241.708,1228.51,1014.648,276.424,1218.18,865.835,279.497,1150.071,942.261,280.137
622,6.21,1080.265,877.712,241.567,1088.523,1027.923,240.8,1232.745,1019.622,276.057,1222.722,871.09,279.172,1154.493,947.37,279.387
623,6.22,1084.701,882.714,240.382,1092.778,1032.9,239.82,1236.983,1024.852,275.632,1226.986,876.123,278.481,1158.64,952.42,278.582
624,6.23,1088.885,887.517,239.293,1096.627,1037.824,238.686,1240.952,1029.947,275.329,1230.916,881.279,277.829,1162.637,957.471,277.831
625,6.24,1092.609,892.608,238.194,1100.442,1042.887,237.824,1244.439,1035.118,274.442,1234.743,886.378,277.173,1166.11,962.396,276.825
626,6.25,1096.281,897.456,237.352,1103.832,1047.847,236.812,1247.882,1040.249,273.719,1238.312,891.563,276.483,1169.678,967.502,276.034
627,6.26,1099.611,902.519,236.321,1106.888,1052.727,235.833,1250.97,1045.513,272.773,1241.587,896.687,275.54,1172.766,972.476,275.033
628,6.27,1102.719,907.227,235.384,1109.863,1057.954,235.023,1253.942,1050.483,271.982,1244.57,901.834,274.637,1175.644,977.95,273.984
629,6.28,1105.377,912.199,234.504,1112.335,1062.78,233.787,1256.382,1055.663,270.847,1247.356,906.91,273.706,1178.382,983.111,273.025
630,6.29,1107.829,917.029,233.717,1114.637,1067.663,232.734,1258.673,1060.977,269.78,1249.846,912.088,272.767,1180.788,988.379,271.999
631,6.3,1110.23,921.902,232.762,1116.669,1072.533,231.781,1260.749,1066.296,268.641,1252.106,917.39,271.786,1182.89,993.31,270.994
632,6.31,1112.085,926.866,231.826,1118.309,1077.446,230.558,1262.641,1071.496,267.434,1254.169,922.68,270.881,1184.711,998.312,269.962
633,6.32,1113.712,931.895,230.857,1119.776,1082.495,229.569,1264.065,1076.476,266.252,1255.826,927.77,269.676,1186.39,1003.243,268.91
634,6.33,1115.173,936.722,230.125,1121.01,1087.451,228.412,1265.326,1081.746,264.991,1257.287,932.96,268.7,1187.82,1008.158,267.926
635,6.34,1116.355,941.715,229.307,1122.002,1092.407,227.273,1266.142,1087.031,263.64,1258.533,938.188,267.713,1188.898,1013.233,266.791
636,6.35,1117.344,946.452,228.346,1122.652,1097.39,226.247,1266.962,1092.136,262.299,1259.564,943.582,266.76,1189.758,1018.319,265.817
637,6.36,1117.81,951.421,227.607,1122.946,1102.104,225.173,1267.297,1097.32,260.994,1260.113,948.637,265.555,1190.397,1023.446,264.717
638,6.37,1118.201,956.395,226.769,1123.12,1107.047,224.095,1267.308,1102.402,259.602,1260.67,953.907,264.474,1190.778,1028.566,263.679
639,6.38,1118.439,961.427,225.878,1123.094,1112.183,223.048,1267.346,1107.65,258.456,1260.866,959.105,263.51,1190.801,1033.755,262.641
640,6.39,1118.321,966.058,224.84,1122.523,1116.962,221.849,1267.035,1113.017,257.221,1260.848,964.344,262.48,1190.738,1038.947,261.685
641,6.4,1117.921,971.1,223.879,1121.859,1121.89,220.835,1266.345,1118.037,255.726,1260.505,969.457,261.23,1190.25,1043.864,260.536
642,6.41,1117.548,976.015,223.244,1120.991,1126.864,219.886,1265.461,1123.357,254.667,1259.851,974.779,260.132,1189.513,1048.945,259.4
643,6.42,1116.287,981.014,222.034,1119.868,1131.769,219.031,1264.645,1128.582,253.626,1259.091,979.922,258.933,1188.516,1053.834,258.417
644,6.43,1115.299,985.836,221.006,1118.24,1136.645,217.821,1263.147,1133.79,252.346,1257.988,985.348,258.047,1187.412,1058.954,257.494
645,6.44,1113.924,990.806,220.189,1116.7,1141.709,217.047,1261.583,1139.144,251.311,1256.783,990.32,256.707,1185.903,1063.965,256.299
646,6.45,1112.161,995.614,219.327,1114.769,1146.555,216.146,1259.619,1144.396,250.222,1255.014,995.671,255.682,1184.176,1069.062,255.221
647,6.46,1110.216,1000.435,218.18,1112.594,1151.562,215.095,1257.234,1149.311,249.018,1253.28,1000.735,254.506,1182.224,1074.015,254.473
648,6.47,1108.292,1005.342,217.29,1110.21,1156.379,214.301,1255.025,1154.389,248.185,1251.099,1005.917,253.585,1179.695,1078.957,253.279
649,6.48,1105.837,1010.568,216.23,1107.555,1161.471,213.497,1252.542,1159.853,247.082,1248.789,1010.916,252.106,1177.383,1084.075,252.394
650,6.49,1103.454,1015.419,215.641,1104.756,1166.411,213.15,1249.771,1164.913,245.768,1246.374,1016.197,250.747,1174.807,1089.05,251.395
651,6.5,1100.501,1020.344,214.985,1101.553,1171.293,212.801,1246.926,1170.016,244.452,1243.906,1021.119,248.804,1172.155,1094.042,250.448
652,6.51,1097.389,1025.284,214.43,1098.205,1176.175,212.8,1244.044,1175.206,242.727,1241.06,1026.237,247.052,1169.38,1099.014,249.336
653,6.52,1094.362,1030.025,214.422,1094.796,1181.274,213.01,1240.814,1180.167,240.814,1238.27,1031.029,244.412,1166.654,1103.952,248.381
654,6.53,1090.681,1035.226,214.292,1090.874,1185.889,213.307,1237.601,1185.305,238.698,1235.16,1036.267,242.135,1163.741,1108.768,247.179
655,6.54,1086.799,1039.852,214.476,1087.127,1190.893,213.906,1234.36,1190.338,236.428,1232.161,1041.135,239.52,1160.628,1113.742,246.21
656,6.55,1083.223,1044.787,214.871,1083.273,1195.902,214.288,1230.923,1195.379,234.029,1228.685,1046.365,237.256,1157.455,1118.676,245.301
657,6.56,1078.872,1049.724,215.407,1079.19,1200.688,214.668,1227.151,1200.328,231.309,1225.368,1051.335,234.644,1153.857,1123.567,244.165
658,6.57,1074.757,1054.625,215.862,1075.219,1205.615,215.185,1223.54,1205.351,228.814,1221.528,1056.179,232.365,1150.524,1128.556,243.105
659,6.58,1070.893,1059.693,216.707,1071.242,1210.563,215.701,1219.52,1209.904,226.285,1217.826,1061.273,230.169,1146.82,1133.652,242.361
660,6.59,1066.86,1064.575,217.487,1067,1215.485,215.772,1215.435,1214.956,223.721,1213.756,1066.048,228.246,1143.099,1138.589,241.186
661,6.6,1062.755,1069.451,218.264,1062.796,1220.434,216.087,1211.248,1219.744,221.064,1209.834,1070.984,226.371,1139.378,1143.549,240.396
662,6.61,1058.653,1074.403,219.179,1058.562,1225.28,216.064,1207.202,1224.818,218.991,1205.678,1075.961,224.669,1135.571,1148.501,239.794
663,6.62,1054.298,1079.349,219.779,1054.43,1230.192,216.293,1203.176,1229.516,216.801,1201.45,1080.684,223.022,1131.615,1153.485,238.769
664,6.63,1050.093,1084.061,220.549,1050.151,1235.081,216.282,1198.9,1234.187,214.697,1197.418,1085.723,221.737,1127.614,1158.441,238.17
665,6.64,1045.934,1088.991,221.28,1046.044,1239.847,216.413,1194.805,1239.11,213.102,1193.122,1090.367,220.501,1123.718,1163.254,237.524
666,6.65,1041.723,1094.081,221.667,1041.863,1244.842,216.441,1190.519,1244.009,211.272,1188.99,1095.126,219.373,1119.848,1168.311,237.106
667,6.66,1037.574,1098.932,222.123,1037.721,1249.775,216.476,1186.235,1248.454,209.841,1184.764,1100.076,218.448,1115.662,1172.997,236.243
668,6.67,1033.656,1103.755,222.77,1033.751,1254.71,216.612,1182.28,1253.44,208.65,1180.498,1104.642,217.287,1111.641,1177.882,235.928
669,6.68,1029.177,1108.768,222.901,1029.685,1259.608,216.631,1178.02,1257.953,207.516,1176.367,1109.462,216.585,1107.565,1182.653,235.245
670,6.69,1024.759,1113.293,223.28,1025.843,1264.513,216.599,1174.17,1262.946,206.735,1172.396,1114.299,216.051,1104.016,1187.633,235.335
671,6.7,1020.828,1118.305,223.498,1021.925,1269.478,216.66,1170.289,1267.744,206.05,1167.59,1118.522,215.111,1099.939,1192.496,234.792
672,6.71,1016.759,1123.065,223.663,1018.197,1274.429,216.658,1166.464,1272.371,205.616,1163.775,1123.443,214.68,1096.299,1197.468,234.741
673,6.72,1012.99,1128.24,223.556,1014.372,1279.402,216.655,1162.587,1277.208,205.036,1159.944,1128.271,214.502,1092.232,1202.088,234.258
674,6.73,1009.151,1133.138,223.547,1010.764,1284.312,216.656,1159.111,1281.791,204.976,1156.066,1132.94,214.06,1088.589,1207.096,234.103
675,6.74,1005.426,1138.156,223.351,1007.222,1289.503,216.565,1155.444,1286.797,204.671,1152.269,1137.731,213.883,1084.939,1211.841,234.038
676,6.75,1001.633,1142.957,223.341,1003.685,1294.18,216.527,1152.078,1291.476,204.841,1148.614,1142.505,213.69,1081.447,1216.809,233.945
677,6.76,997.981,1147.959,223.096,1000.21,1299.313,216.403,1148.46,1296.237,204.628,1145.109,1147.411,213.644,1077.919,1221.621,233.866
678,6.77,994.699,1153.003,222.801,996.96,1304.236,216.502,1145.031,1300.97,204.584,1141.279,1152.027,213.065,1074.475,1226.429,233.857
679,6.78,991.121,1157.932,222.615,993.563,1309.141,216.389,1141.839,1305.881,204.829,1137.844,1156.981,213.247,1071.034,1231.204,233.754
680,6.79,987.812,1163.024,222.402,990.284,1313.952,216.336,1138.674,1310.727,204.679,1134.393,1161.479,212.859,1067.564,1236.091,233.528
681,6.8,984.172,1167.839,222.501,987.166,1319.044,216.457,1135.554,1315.441,204.772,1131.058,1166.419,212.935,1064.342,1240.84,233.406
682,6.81,980.93,1172.827,222.184,984.112,1323.923,216.554,1132.489,1320.32,204.833,1127.893,1171.011,212.745,1061.347,1245.902,233.576
683,6.82,977.849,1177.752,222.346,981.278,1329.123,216.583,1129.322,1325.024,204.653,1124.864,1176.03,212.839,1058.385,1250.852,233.563
684,6.83,975.078,1182.855,222.101,978.278,1334.007,216.583,1126.651,1329.847,204.925,1121.808,1180.768,212.617,1055.336,1255.654,233.542
685,6.84,971.94,1187.724,222.106,975.501,1338.896,216.78,1123.833,1334.665,204.985,1119.004,1185.858,212.811,1052.448,1260.617,233.486
686,6.85,969.188,1192.597,222.098,972.761,1343.915,216.879,1121.006,1339.491,204.958,1116.119,1190.669,212.52,1049.719,1265.376,233.635
687,6.86,966.375,1197.762,222.25,970.013,1348.824,216.835,1118.006,1344.233,204.895,1112.975,1195.298,212.367,1046.944,1270.189,233.664
688,6.87,963.325,1202.297,222.116,967.435,1353.681,217.138,1115.509,1348.962,204.988,1110.374,1200.18,212.446,1044.364,1275.057,233.677
689,6.88,960.755,1207.36,222.24,964.99,1358.682,217.208,1113.136,1353.901,205.208,1107.582,1204.918,212.418,1041.705,1279.928,233.712
690,6.89,958.273,1212.16,222.515,962.503,1363.678,217.267,1110.792,1358.648,205.393,1105.144,1209.807,212.507,1039.083,1284.701,233.843
691,6.9,955.683,1217.142,222.446,960.059,1368.529,217.587,1108.352,1363.571,205.442,1102.591,1214.565,212.837,1036.562,1289.378,233.895
692,6.91,953.404,1222.098,222.873,957.884,1373.463,217.821,1106.041,1368.325,205.535,1100.366,1219.453,212.884,1034.239,1294.349,234.199
693,6.92,951.141,1227.033,223.313,955.559,1378.299,218.042,1104.036,1373.195,206.095,1098.018,1224.272,213.284,1031.904,1299.068,234.489
694,6.93,948.682,1231.915,223.566,953.442,1383.105,218.773,1101.809,1377.883,206.386,1095.757,1228.971,213.669,1029.787,1304.004,234.97
695,6.94,946.694,1236.88,224.274,951.516,1388.1,219.259,1099.891,1382.763,206.97,1093.748,1233.912,214.198,1027.759,1308.889,235.576
696,6.95,944.641,1241.736,224.974,949.477,1392.919,219.798,1097.737,1387.319,207.554,1091.65,1238.608,214.687,1025.55,1313.56,236.093
697,6.96,942.459,1246.619,225.753,947.717,1397.849,220.897,1095.963,1392.058,208.33,1089.534,1243.369,215.613,1023.861,1318.506,236.974
698,6.97,940.292,1251.287,227.009,945.917,1402.751,221.817,1094.182,1396.941,209.297,1087.818,1248.205,216.326,1022.026,1323.341,237.947
699,6.98,938.525,1256.401,227.705,944.295,1407.724,223.008,1092.23,1401.603,210.246,1085.743,1252.766,217.346,1020.197,1327.935,238.97
700,6.99,936.717,1261.264,228.996,942.546,1412.462,224.269,1090.642,1406.361,211.308,1084.009,1257.389,218.491,1018.611,1332.828,240.133
701,7,935.412,1266.217,230.414,941.111,1417.385,225.655,1089.07,1411.141,212.608,1082.104,1262.073,219.667,1017.167,1337.807,241.532
702,7.01,933.691,1270.985,231.885,939.827,1422.303,227.21,1087.78,1415.883,214.195,1080.659,1266.898,221.101,1015.786,1342.627,243.071
703,7.02,932.348,1275.759,233.707,938.39,1427.084,228.805,1086.324,1420.617,215.681,1079.065,1271.523,222.739,1014.37,1347.417,244.649
704,7.03,931.105,1280.712,235.643,937.209,1431.792,230.815,1085.177,1425.323,217.525,1077.737,1276.256,224.406,1012.822,1352.063,246.424
705,7.04,930.078,1285.499,237.766,936.051,1436.697,232.7,1083.815,1430.025,219.219,1076.589,1281.069,226.422,1011.728,1356.947,248.439
706,7.05,928.561,1290.074,239.891,934.94,1441.541,234.878,1082.848,1434.906,221.422,1075.498,1285.884,228.53,1010.83,1361.742,250.554
707,7.06,927.469,1294.787,242.264,934.02,1446.372,237.276,1082.116,1439.624,223.744,1074.232,1290.315,230.762,1009.663,1366.339,252.828
708,7.07,926.621,1299.645,244.75,933.049,1451.066,239.567,1080.985,1444.278,226.088,1073.246,1295.035,233.077,1008.635,1371.074,255.144
709,7.08,925.849,1304.437,247.478,932.313,1455.904,242.138,1080.423,1448.935,228.72,1072.417,1299.763,235.812,1008.028,1375.865,257.938
710,7.09,925.149,1309.287,250.305,931.662,1460.647,244.945,1079.713,1453.705,231.554,1071.857,1304.639,238.631,1007.346,1380.69,260.683
711,7.1,924.63,1314.083,253.377,931.119,1465.398,247.871,1079.129,1458.497,234.412,1071.314,1309.386,241.657,1006.694,1385.383,263.663
712,7.11,924.004,1318.583,256.599,930.663,1470.142,251.004,1078.734,1463.133,237.437,1070.777,1314.004,244.953,1006.185,1390.189,266.728
713,7.12,923.748,1323.517,259.877,930.309,1474.916,254.309,1078.282,1467.909,240.575,1070.611,1318.944,248.204,1005.881,1395.017,270.1
714,7.13,923.332,1328.217,263.267,929.873,1479.722,257.656,1077.765,1472.629,243.902,1070.239,1323.504,251.661,1005.503,1399.525,273.521
715,7.14,923.177,1332.854,266.977,929.576,1484.274,261.204,1077.497,1477.234,247.371,1069.941,1328.103,255.318,1005.337,1404.404,277.072
716,7.15,923.125,1337.677,270.887,929.589,1489.066,265.015,1077.356,1481.872,250.924,1069.893,1333.066,259.092,1005.219,1409.089,280.9
717,7.16,923.154,1342.355,274.838,929.45,1493.663,268.834,1077.457,1486.618,254.971,1069.808,1337.746,262.956,1005.294,1413.833,284.861
718,7.17,923.258,1347.088,279.098,929.515,1498.343,272.777,1077.346,1491.303,258.812,1070.096,1342.456,267.167,1005.335,1418.479,288.923
719,7.18,923.325,1351.701,283.269,929.821,1503.164,276.98,1077.564,1495.926,263.124,1069.387,1346.573,271.172,1005.492,1423.18,293.127
720,7.19,923.567,1356.398,287.834,930.03,1507.849,281.298,1077.997,1500.568,267.562,1069.89,1351.455,275.744,1005.739,1427.824,297.502
721,7.2,923.553,1361.024,292.427,930.351,1512.514,285.754,1078.332,1505.329,272.061,1070.33,1356.162,280.402,1006.012,1432.51,301.989
722,7.21,923.975,1365.757,297.092,930.719,1517.181,290.218,1078.664,1509.872,276.718,1070.914,1361.007,285.192,1006.12,1437.135,306.607
723,7.22,924.612,1370.487,301.687,931.356,1521.89,295.068,1079.2,1514.6,281.454,1071.061,1365.368,289.95,1006.76,1441.907,311.489
724,7.23,925.17,1375.252,306.58,931.811,1526.493,299.689,1079.752,1519.234,286.362,1071.643,1369.952,295.075,1007.35,1446.547,316.358
725,7.24,925.867,1379.847,311.8,932.528,1531.318,304.805,1080.582,1523.903,291.477,1072.572,1374.854,300.304,1008.076,1451.33,321.426
726,7.25,926.578,1384.603,316.785,933.248,1535.866,309.797,1081.413,1528.545,296.787,1073.358,1379.57,305.513,1008.824,1456.149,326.595
727,7.26,927.184,1389.156,322.24,934.207,1540.63,315.069,1082.192,1533.184,301.875,1074.22,1384.295,310.801,1009.708,1460.802,331.856
728,7.27,928.097,1393.853,327.58,935.055,1545.197,320.433,1082.835,1537.796,306.958,1075.105,1388.947,316.23,1010.495,1465.466,337.246
729,7.28,929.335,1398.635,333.081,936.059,1549.941,325.748,1084.056,1542.546,312.676,1075.952,1393.437,321.82,1011.467,1470.068,342.714
730,7.29,930.225,1403.23,338.564,937.112,1554.644,331.257,1084.999,1547.187,318.063,1077.273,1398.332,327.493,1012.511,1474.773,348.241
731,7.3,931.366,1407.863,344.276,938.308,1559.379,336.804,1086.291,1551.904,323.946,1077.982,1402.812,332.986,1013.758,1479.596,353.998
732,7.31,932.675,1412.742,349.857,939.496,1564.089,342.487,1087.445,1556.466,329.532,1079.296,1407.502,338.9,1014.862,1484.165,359.769
733,7.32,934.042,1417.531,355.716,940.722,1568.68,348.153,1088.652,1561.222,335.416,1080.426,1412.124,344.581,1016.153,1488.962,365.533
734,7.33,935.354,1422.186,361.538,942.146,1573.587,354.126,1090.051,1565.945,341.294,1081.995,1417.063,350.66,1017.442,1493.651,371.294
735,7.34,936.89,1426.956,367.514,943.542,1578.275,359.928,1091.525,1570.569,347.377,1083.515,1421.78,356.769,1018.896,1498.284,377.41
736,7.35,938.182,1431.594,373.236,945.032,1583.012,365.927,1092.995,1575.326,353.325,1084.955,1426.573,362.911,1020.547,1503.13,383.415
737,7.36,939.979,1436.58,379.407,946.614,1587.667,371.899,1094.648,1580.183,359.505,1086.509,1431.281,368.944,1021.827,1507.908,389.323
738,7.37,941.594,1441.359,385.3,948.232,1592.519,378.011,1096.286,1584.81,365.688,1088.191,1436.082,375.201,1023.496,1512.607,395.62
739,7.38,943.273,1446.056,391.477,950.032,1597.327,384.268,1097.887,1589.521,371.827,1089.614,1440.537,381.336,1025.111,1517.283,401.678
740,7.39,945.032,1450.865,397.59,951.639,1601.87,390.288,1099.689,1594.271,378.123,1090.912,1444.891,387.406,1026.775,1521.942,407.944
741,7.4,946.583,1455.53,403.913,953.426,1606.735,396.63,1101.391,1599.112,384.565,1093.092,1450.061,393.811,1028.591,1526.703,414.186
742,7.41,948.534,1460.276,410.117,955.399,1611.591,402.962,1103.377,1603.839,390.934,1094.622,1454.449,400.053,1030.37,1531.48,420.495
743,7.42,950.426,1464.945,416.392,957.303,1616.323,409.342,1105.126,1608.593,397.291,1096.996,1459.701,406.704,1032.212,1536.097,426.908
744,7.43,952.336,1469.955,422.802,959.295,1621.185,415.792,1107.212,1613.295,403.847,1099.022,1464.374,413.146,1034.239,1540.896,433.267
745,7.44,954.173,1474.644,429.341,961.253,1625.873,422.279,1109.221,1618.235,410.463,1101.058,1469.304,419.686,1036.024,1545.467,439.666
746,7.45,956.312,1479.468,435.702,963.419,1630.656,428.7,1111.734,1623.617,417.343,1102.692,1473.718,425.946,1038.243,1550.507,446.267
