NO_OF_FRAMES	494
NO_OF_DATA_TYPES	15
FREQUENCY	100
TIME_STAMP	2025-01-24, 16:29:33
DATA_INCLUDED	Velocity
DATA_TYPES	2_vel_X	2_vel_Y	2_vel_Z	3_vel_X	3_vel_Y	3_vel_Z	4_vel_X	4_vel_Y	4_vel_Z	C_vel_X	C_vel_Y	C_vel_Z	1_vel_X	1_vel_Y	1_vel_Z

Frame	Time	2_vel_X	2_vel_Y	2_vel_Z	3_vel_X	3_vel_Y	3_vel_Z	4_vel_X	4_vel_Y	4_vel_Z	C_vel_X	C_vel_Y	C_vel_Z	1_vel_X	1_vel_Y	1_vel_Z	
714	7.13000	-36.645	467.881	344.733	-39.284	466.236	339.833	-33.523	457.930	355.698	-27.232	469.359	348.588	-28.531	466.855	355.023
715	7.14000	-14.205	467.174	367.960	-20.450	462.176	351.084	-17.295	478.104	371.522	-14.207	478.205	368.934	-10.368	472.984	380.982
716	7.15000	-6.274	469.453	381.503	-1.989	469.235	379.976	-6.668	482.153	381.929	-2.106	471.451	389.457	-1.139	475.038	393.047
717	7.16000	-3.710	463.887	388.125	-0.477	471.533	394.420	10.141	469.506	403.787	5.804	469.469	401.151	6.676	470.579	410.570
718	7.17000	18.530	475.056	407.288	5.357	465.372	407.662	-21.035	441.387	410.809	9.902	467.325	413.285	8.553	467.290	421.527
719	7.18000	25.795	475.301	426.014	32.539	463.254	437.492	-10.275	449.965	428.857	20.199	467.240	428.984	15.432	465.496	436.815
720	7.19000	26.513	467.512	438.712	38.388	470.183	446.842	47.148	479.440	461.487	25.999	466.523	443.122	11.385	466.147	457.925
721	7.20000	34.421	466.590	446.019	33.366	465.211	457.808	51.180	477.598	472.405	19.087	465.558	455.231	20.395	467.954	462.879
722	7.21000	50.211	468.828	465.719	43.382	463.540	469.653	36.546	460.274	477.383	37.392	469.854	475.002	52.935	473.159	463.003
723	7.22000	54.604	465.574	473.561	54.366	468.085	482.195	36.441	447.247	494.128	61.478	470.632	487.563	59.775	474.742	474.392
724	7.23000	58.600	471.397	486.825	69.103	465.163	501.172	75.587	474.314	517.703	65.805	471.154	496.819	62.788	468.008	505.655
725	7.24000	71.855	468.659	505.407	83.062	465.558	521.235	85.756	480.891	521.916	73.689	480.067	511.832	70.391	467.521	510.255
726	7.25000	83.950	465.596	513.212	80.511	464.049	519.875	82.373	472.031	524.863	81.562	473.578	521.545	65.817	465.449	522.000
727	7.26000	90.366	466.587	531.789	71.105	462.535	508.566	87.370	468.871	535.851	83.573	465.879	532.538	75.935	462.541	539.752
728	7.27000	92.643	465.521	533.931	93.215	468.091	540.074	86.615	457.119	550.959	87.991	463.308	542.853	107.547	473.943	542.024
729	7.28000	102.835	472.332	541.204	108.211	469.561	555.259	108.412	469.247	563.130	100.790	465.350	549.752	106.393	468.818	549.198
730	7.29000	112.431	471.919	552.834	111.767	467.872	563.479	101.507	468.742	558.267	114.508	476.422	564.221	101.560	461.398	559.770
731	7.30000	119.208	472.246	561.487	122.278	463.954	573.463	101.115	458.492	570.360	117.540	469.580	576.407	122.500	475.606	564.642
732	7.31000	120.684	465.061	567.444	118.012	465.933	573.528	122.204	465.604	579.778	119.784	468.276	576.754	133.823	483.398	572.011
733	7.32000	132.462	474.888	581.958	130.324	473.937	588.077	134.990	478.035	587.971	128.989	474.284	576.262	133.950	472.192	584.048
734	7.33000	141.004	479.720	588.755	143.668	467.322	598.046	154.440	482.798	609.398	137.145	466.097	593.852	142.406	471.272	589.902
735	7.34000	144.328	471.239	590.025	147.182	469.068	601.534	147.967	475.493	612.549	155.262	473.965	606.030	141.393	470.417	584.904
736	7.35000	153.607	469.628	598.535	156.121	480.710	606.402	149.702	475.044	608.730	146.523	481.199	595.626	154.428	481.186	594.612
737	7.36000	159.977	475.352	604.227	164.530	474.199	618.185	161.795	475.470	614.517	147.470	473.863	610.296	170.628	488.259	603.214
738	7.37000	170.924	482.982	618.443	161.961	466.902	616.079	155.229	462.835	619.630	164.234	468.749	617.773	164.696	473.829	603.490
739	7.38000	170.367	467.577	613.840	170.181	473.027	621.746	136.072	440.433	610.253	163.953	466.734	616.178	171.909	475.280	614.499
740	7.39000	169.685	470.388	618.130	175.191	479.528	636.875	173.907	476.194	623.725	174.005	470.998	625.375	165.528	473.684	621.809
741	7.40000	187.998	486.042	633.694	184.365	478.414	640.554	185.513	477.932	632.368	179.728	476.905	627.545	175.067	470.542	626.333
742	7.41000	193.827	479.394	635.578	186.751	474.073	636.333	195.188	482.009	644.644	181.012	469.728	636.124	192.131	470.741	623.942
743	7.42000	194.808	479.707	641.505	191.776	472.802	645.625	219.982	496.233	654.616	193.471	470.803	638.607	190.098	483.971	634.268
744	7.43000	197.506	477.525	646.855	204.790	482.073	658.594	203.099	480.120	649.123	190.615	468.501	637.909	187.351	484.938	647.478
745	7.44000	206.174	473.522	645.419	226.117	516.100	674.792	183.492	467.217	640.031	200.213	480.553	650.006	198.830	475.663	645.021
746	7.45000	211.565	481.558	649.618	229.268	504.565	676.432	196.938	470.903	641.534	217.569	484.879	658.505	216.909	477.813	641.087
747	7.46000	211.590	480.892	659.078	213.777	477.310	662.278	233.300	491.394	661.166	218.933	472.342	655.704	218.766	470.695	652.000
748	7.47000	221.784	477.730	657.321	222.105	482.666	668.825	240.359	488.082	668.683	228.977	478.423	666.215	220.465	476.385	653.660
749	7.48000	223.756	472.438	658.479	231.473	484.546	667.609	237.100	483.032	667.406	217.109	482.579	663.783	227.524	479.349	656.172
750	7.49000	231.533	479.518	671.143	239.846	484.279	668.247	241.389	490.133	668.958	223.126	491.387	661.860	238.157	480.168	667.832
751	7.50000	240.661	484.085	674.263	233.396	481.865	677.649	249.515	494.505	675.004	250.117	492.649	675.793	230.445	479.415	668.512
752	7.51000	243.788	484.199	674.229	245.147	483.752	679.731	242.958	485.888	676.348	252.317	480.574	676.668	229.590	481.495	665.467
753	7.52000	250.558	491.586	676.919	247.214	485.431	677.231	254.792	491.827	682.543	247.718	478.591	679.534	243.267	480.985	676.327
754	7.53000	248.552	476.062	677.254	233.930	478.046	671.061	264.758	486.366	684.276	250.920	486.239	683.515	254.960	476.747	687.370
755	7.54000	253.230	473.977	681.933	253.743	482.177	682.384	244.637	469.235	676.456	257.748	481.372	680.025	266.811	480.258	683.642
756	7.55000	258.783	486.715	685.629	265.175	491.560	695.341	247.171	470.365	677.415	268.475	481.553	688.229	271.478	480.346	690.438
757	7.56000	264.108	486.804	687.161	274.482	493.303	690.781	274.474	487.953	686.035	275.371	492.827	694.670	273.869	491.668	683.643
758	7.57000	266.702	473.000	700.704	284.504	473.583	691.847	283.593	492.373	683.204	287.360	509.141	699.664	272.862	494.379	677.288
759	7.58000	276.682	480.024	705.706	276.981	474.379	702.653	239.785	459.742	648.775	292.260	496.243	691.886	283.697	480.536	674.365
760	7.59000	287.507	479.587	702.395	269.656	492.760	701.412	242.808	453.793	624.056	284.521	465.106	675.178	264.387	467.096	655.458
761	7.60000	279.996	466.038	723.102	287.160	477.707	689.966	303.153	493.796	617.168	283.199	458.270	652.580	266.972	473.075	628.437
762	7.61000	291.545	474.641	723.309	294.796	468.896	683.202	301.043	489.574	580.023	288.057	454.973	626.899	294.701	473.980	576.330
763	7.62000	300.299	469.594	703.065	284.460	480.332	673.536	299.408	478.670	531.592	300.484	451.575	617.566	282.504	453.488	550.426
764	7.63000	302.114	462.273	694.412	299.239	480.954	655.798	276.407	457.502	480.463	305.939	445.025	588.500	299.450	456.271	521.520
765	7.64000	305.460	454.770	681.784	310.510	462.084	643.443	273.063	451.323	436.884	305.592	442.461	551.941	308.714	460.893	469.186
766	7.65000	308.717	448.036	648.615	306.231	448.833	626.452	294.807	459.445	394.030	301.738	425.469	516.001	299.617	448.008	438.070
767	7.66000	316.114	439.996	620.672	306.709	449.775	588.248	327.971	483.608	373.747	308.306	408.350	485.682	307.976	450.867	400.441
768	7.67000	313.058	423.763	599.895	316.856	446.909	556.669	347.067	491.870	346.454	305.013	406.913	457.701	302.329	444.106	356.110
769	7.68000	316.490	417.954	565.242	315.601	429.520	526.932	316.633	449.597	283.735	311.002	405.468	423.163	295.567	426.883	318.157
770	7.69000	329.671	408.880	529.700	317.145	420.617	488.125	319.466	442.499	248.487	328.000	392.256	386.383	309.145	429.307	280.831
771	7.70000	328.982	392.068	490.801	325.384	409.017	455.341	319.894	439.365	216.918	330.286	372.460	350.634	331.270	433.011	244.603
772	7.71000	334.415	384.219	464.553	339.983	400.797	437.474	319.835	426.066	174.300	333.382	374.963	314.280	332.272	423.419	209.554
773	7.72000	350.912	378.870	433.548	339.380	387.202	400.350	310.963	404.614	142.900	329.328	365.471	275.093	324.770	406.522	172.329
774	7.73000	346.856	366.889	384.092	339.511	368.708	349.524	309.715	389.094	115.635	321.986	351.893	234.236	372.726	446.991	114.157
775	7.74000	340.683	340.016	338.490	354.623	354.716	328.750	325.087	388.317	79.363	338.246	336.512	199.899	341.672	435.385	89.094
776	7.75000	347.661	325.959	287.624	352.120	335.302	289.798	333.668	380.753	70.858	341.585	323.231	175.219	303.544	366.136	85.713
777	7.76000	354.832	317.264	254.090	355.612	323.428	242.012	309.840	340.976	37.893	336.745	309.757	143.576	336.340	369.844	56.037
778	7.77000	351.202	293.819	218.034	355.605	305.821	209.930	321.614	328.261	5.641	355.948	294.111	108.615	333.321	345.218	8.019
779	7.78000	360.624	286.970	174.667	342.988	282.236	160.471	370.583	349.307	6.090	355.986	286.961	77.021	342.951	315.328	-11.391
780	7.79000	366.391	274.079	138.279	346.952	267.942	117.868	345.142	307.776	-33.801	349.683	270.576	46.562	353.472	306.735	-17.037
781	7.80000	370.862	250.267	102.646	375.045	259.708	98.607	325.569	268.677	-63.887	360.233	251.369	10.855	344.166	291.752	-36.627
782	7.81000	362.173	223.690	51.203	373.147	239.122	54.873	355.072	262.889	-80.096	361.922	235.713	-19.178	352.621	272.101	-57.183
783	7.82000	368.787	207.263	23.096	370.741	212.029	11.996	362.370	237.958	-99.425	363.894	218.725	-37.239	379.471	253.916	-92.060
784	7.83000	390.309	202.142	8.071	378.476	196.056	-18.641	382.442	233.761	-105.495	374.418	201.596	-67.836	372.490	217.866	-117.466
785	7.84000	385.108	181.158	-38.312	383.425	180.268	-48.568	397.034	225.320	-123.131	379.387	173.075	-98.456	369.450	195.508	-138.734
786	7.85000	390.799	151.695	-72.290	390.261	151.455	-77.799	386.258	180.720	-161.599	389.036	147.666	-115.358	382.817	175.255	-143.299
787	7.86000	387.260	123.444	-99.223	390.470	132.858	-115.498	377.146	142.920	-188.921	388.879	128.398	-133.895	381.794	146.684	-157.619
788	7.87000	389.131	105.415	-129.976	394.192	111.737	-136.724	362.177	108.242	-205.600	380.577	106.431	-163.435	391.528	130.162	-180.450
789	7.88000	404.860	83.546	-145.999	399.491	87.639	-163.384	387.447	90.855	-217.398	391.125	86.092	-191.522	406.277	95.648	-199.542
790	7.89000	406.628	51.813	-174.803	403.185	62.088	-198.764	414.009	83.775	-231.565	409.462	59.999	-205.977	393.135	71.911	-219.577
791	7.90000	412.559	37.525	-200.918	407.180	38.215	-214.750	390.384	42.259	-244.706	412.590	32.907	-221.357	388.854	39.209	-212.507
792	7.91000	413.207	7.043	-218.796	406.665	13.059	-237.983	394.853	9.342	-266.132	417.145	10.261	-242.883	402.959	4.738	-243.286
793	7.92000	417.302	-23.330	-242.059	417.758	-16.358	-257.192	406.754	-21.257	-293.413	416.397	-14.325	-267.905	420.490	-0.897	-284.034
794	7.93000	433.867	-38.823	-253.662	433.727	-41.929	-267.390	416.181	-39.442	-301.239	419.592	-46.732	-279.573	421.483	-27.226	-280.868
795	7.94000	434.814	-72.284	-270.383	426.487	-80.166	-289.896	444.539	-49.572	-293.895	426.481	-72.445	-298.949	423.998	-77.539	-282.316
796	7.95000	435.888	-98.468	-291.043	424.185	-104.307	-319.434	445.030	-78.608	-303.172	433.599	-95.041	-304.613	435.251	-91.335	-307.326
797	7.96000	438.711	-120.839	-315.812	442.570	-123.952	-331.217	432.737	-125.138	-331.206	446.454	-127.503	-311.419	437.788	-109.229	-334.765
798	7.97000	440.806	-151.755	-328.075	461.259	-149.163	-320.483	411.628	-178.181	-354.382	443.709	-157.513	-338.869	445.014	-146.909	-341.328
799	7.98000	451.126	-185.323	-341.923	451.508	-178.227	-342.967	441.276	-188.389	-355.530	450.498	-174.576	-349.577	439.693	-190.335	-332.005
800	7.99000	458.900	-212.852	-366.073	450.010	-215.694	-368.327	479.808	-187.832	-347.556	457.637	-206.715	-359.168	441.740	-223.539	-345.598
801	8.00000	461.191	-231.238	-373.654	460.389	-238.961	-373.871	476.362	-223.205	-360.759	465.871	-239.949	-368.843	469.938	-240.504	-357.913
802	8.01000	473.518	-256.923	-367.961	467.587	-261.440	-377.225	474.287	-264.167	-380.220	482.716	-271.748	-372.453	467.257	-268.678	-366.675
803	8.02000	471.217	-298.841	-387.597	480.280	-294.100	-381.012	465.208	-303.979	-391.757	478.400	-291.574	-388.741	463.459	-310.311	-396.172
804	8.03000	473.280	-324.473	-406.614	484.741	-328.791	-392.684	457.130	-341.906	-395.146	485.041	-322.066	-403.649	462.190	-328.139	-391.678
805	8.04000	487.409	-352.641	-404.533	489.036	-353.584	-397.119	455.471	-378.954	-414.163	487.439	-355.709	-399.671	487.941	-315.388	-418.823
806	8.05000	493.855	-384.791	-408.806	492.726	-375.415	-410.915	500.047	-374.507	-399.896	489.289	-375.148	-406.064	514.820	-354.022	-423.976
807	8.06000	510.761	-395.669	-405.110	495.862	-413.585	-417.782	519.089	-394.503	-406.201	491.571	-412.918	-421.613	503.877	-420.951	-417.693
808	8.07000	505.995	-438.508	-430.692	509.131	-444.717	-415.112	506.610	-447.510	-424.177	498.432	-438.845	-428.355	508.654	-449.677	-423.494
809	8.08000	506.852	-474.547	-439.938	504.318	-468.715	-430.899	517.547	-464.009	-418.710	512.216	-470.688	-429.129	514.391	-473.584	-408.316
810	8.09000	521.131	-495.908	-419.619	511.689	-497.687	-438.770	527.836	-495.641	-430.264	516.442	-500.933	-429.810	523.881	-501.217	-427.890
811	8.10000	520.455	-532.075	-434.705	522.407	-518.320	-439.805	536.546	-512.312	-429.727	527.758	-523.961	-433.019	526.111	-533.858	-433.477
812	8.11000	519.937	-565.149	-453.245	525.266	-548.135	-454.771	525.748	-551.128	-440.034	531.400	-551.610	-442.652	526.959	-562.743	-432.565
813	8.12000	531.784	-589.386	-439.042	528.430	-587.964	-461.886	528.152	-590.082	-457.672	535.602	-578.500	-443.498	534.888	-583.383	-451.183
814	8.13000	542.490	-609.447	-430.299	536.533	-611.993	-453.716	532.441	-617.246	-458.871	540.562	-611.059	-443.257	535.104	-624.320	-444.208
815	8.14000	540.103	-645.218	-457.599	551.084	-629.263	-445.575	538.745	-653.234	-456.332	547.700	-637.060	-451.997	540.994	-656.315	-440.227
816	8.15000	549.319	-677.088	-462.565	542.757	-661.154	-464.712	576.625	-646.443	-445.405	539.262	-677.759	-460.185	550.008	-687.344	-442.994
817	8.16000	551.625	-706.337	-462.322	552.397	-695.490	-475.098	565.226	-689.890	-455.514	548.366	-703.532	-461.504	557.957	-720.265	-446.924
818	8.17000	566.528	-725.723	-468.407	569.147	-716.523	-469.210	562.944	-740.870	-457.722	577.061	-711.550	-453.458	566.972	-746.967	-432.004
819	8.18000	575.168	-742.580	-485.573	571.554	-736.976	-486.918	589.984	-748.036	-436.567	582.450	-740.927	-459.251	583.117	-771.266	-431.883
820	8.19000	568.762	-761.297	-516.882	578.627	-762.750	-494.790	580.410	-784.103	-426.185	577.568	-760.487	-457.833	579.708	-782.491	-443.663
821	8.20000	579.447	-765.097	-532.596	579.521	-783.781	-514.927	569.831	-846.989	-392.755	582.859	-782.824	-454.509	574.060	-814.885	-413.815
822	8.21000	590.969	-781.501	-559.006	576.924	-797.585	-544.844	605.678	-853.305	-341.893	586.520	-801.187	-459.003	595.121	-853.074	-402.002
823	8.22000	584.822	-807.911	-597.013	584.911	-822.878	-556.289	621.829	-865.517	-329.687	588.481	-812.984	-447.681	612.944	-866.094	-383.113
824	8.23000	587.975	-816.488	-610.745	597.516	-840.571	-559.258	611.192	-913.942	-324.065	602.781	-829.164	-446.271	626.251	-878.318	-351.042
825	8.24000	595.969	-835.070	-634.406	599.467	-856.711	-572.585	634.386	-909.201	-288.857	600.801	-839.434	-452.245	622.985	-916.794	-328.681
826	8.25000	585.861	-857.191	-648.916	602.406	-878.058	-591.594	631.178	-922.886	-288.249	605.015	-856.443	-447.454	621.734	-932.632	-336.607
827	8.26000	594.250	-873.144	-644.237	606.207	-890.462	-572.676	640.154	-942.826	-272.269	616.568	-870.411	-444.220	625.187	-926.108	-345.155
828	8.27000	608.688	-893.320	-651.397	605.965	-901.366	-569.817	646.873	-957.666	-274.995	620.056	-881.774	-446.013	640.163	-948.345	-321.724
829	8.28000	625.884	-895.926	-626.233	618.501	-925.628	-593.838	638.661	-968.829	-291.332	613.178	-909.325	-454.302	647.540	-961.325	-318.420
830	8.29000	623.990	-919.072	-619.835	634.972	-937.513	-583.003	647.926	-972.510	-276.082	622.473	-920.782	-449.632	644.626	-956.305	-324.670
831	8.30000	618.616	-937.449	-623.205	622.401	-943.667	-569.928	654.974	-966.425	-287.707	638.482	-920.709	-439.660	659.670	-970.168	-322.354
832	8.31000	631.448	-939.174	-601.254	629.901	-959.093	-559.268	652.199	-971.079	-311.204	632.380	-932.711	-439.195	634.366	-974.628	-336.691
833	8.32000	637.510	-951.787	-577.479	636.998	-967.904	-550.440	638.020	-990.775	-308.527	640.819	-933.636	-430.037	634.568	-971.229	-338.458
834	8.33000	637.683	-958.982	-563.139	631.621	-971.692	-538.207	629.835	-996.485	-317.443	645.253	-943.672	-433.437	642.855	-978.975	-336.003
835	8.34000	642.526	-966.056	-548.701	649.831	-964.893	-518.860	648.677	-981.964	-330.657	649.182	-945.040	-439.266	636.828	-973.174	-336.272
836	8.35000	650.733	-962.420	-528.803	649.455	-961.280	-520.579	666.408	-965.869	-335.186	656.107	-945.476	-433.658	666.542	-971.760	-346.458
837	8.36000	652.231	-962.569	-519.636	644.913	-968.721	-511.262	677.336	-959.692	-343.766	658.757	-950.850	-426.906	663.992	-979.826	-353.088
838	8.37000	652.281	-972.909	-501.112	651.448	-974.358	-490.568	685.538	-952.460	-337.654	662.782	-946.056	-425.209	669.068	-970.977	-364.326
839	8.38000	655.894	-969.515	-484.974	655.462	-977.470	-477.317	683.590	-956.473	-351.188	664.782	-946.658	-423.753	662.975	-953.953	-373.890
840	8.39000	661.103	-953.974	-473.045	663.815	-961.780	-473.055	678.088	-950.387	-357.845	671.403	-945.082	-417.272	660.951	-953.114	-369.969
841	8.40000	662.891	-950.391	-460.985	664.348	-946.220	-470.959	679.923	-942.157	-364.044	669.036	-944.125	-417.752	676.429	-966.681	-360.733
842	8.41000	655.536	-954.702	-463.268	660.156	-939.500	-455.710	685.027	-945.311	-374.551	665.299	-938.948	-412.507	677.670	-954.907	-369.407
843	8.42000	659.063	-951.023	-456.865	671.454	-942.734	-444.285	682.153	-938.442	-374.921	670.857	-932.230	-408.422	682.856	-937.826	-390.971
844	8.43000	672.164	-934.910	-433.865	677.244	-941.227	-438.609	676.584	-924.436	-383.229	672.646	-927.764	-410.679	688.749	-926.941	-388.615
845	8.44000	678.944	-930.521	-422.383	675.370	-920.690	-420.514	680.705	-916.549	-385.545	680.485	-911.395	-399.548	688.538	-918.610	-380.415
846	8.45000	682.468	-920.478	-417.921	675.145	-920.193	-410.734	685.716	-903.900	-380.049	686.663	-904.843	-394.452	686.273	-918.523	-379.093
847	8.46000	678.365	-907.844	-415.786	680.859	-913.235	-410.288	696.670	-898.146	-371.161	683.375	-903.368	-400.976	696.190	-903.500	-386.347
848	8.47000	688.114	-898.420	-403.875	692.144	-892.585	-403.601	697.515	-895.483	-370.245	692.997	-888.674	-390.214	698.779	-889.517	-382.200
849	8.48000	689.388	-887.294	-392.059	691.628	-874.395	-393.289	693.168	-883.721	-375.893	698.037	-885.186	-386.451	698.171	-889.552	-385.520
850	8.49000	680.848	-884.110	-394.522	687.696	-873.539	-388.335	699.457	-872.357	-379.555	691.464	-881.094	-391.959	685.759	-887.201	-383.394
