NO_OF_FRAMES	494
NO_OF_DATA_TYPES	15
FREQUENCY	100
TIME_STAMP	2025-01-24, 16:29:33
DATA_INCLUDED	Velocity
DATA_TYPES	2_vel_X	2_vel_Y	2_vel_Z	3_vel_X	3_vel_Y	3_vel_Z	4_vel_X	4_vel_Y	4_vel_Z	C_vel_X	C_vel_Y	C_vel_Z	1_vel_X	1_vel_Y	1_vel_Z

Frame	Time	2_vel_X	2_vel_Y	2_vel_Z	3_vel_X	3_vel_Y	3_vel_Z	4_vel_X	4_vel_Y	4_vel_Z	C_vel_X	C_vel_Y	C_vel_Z	1_vel_X	1_vel_Y	1_vel_Z	
525	5.24000	452.662	404.795	46.619	455.615	434.650	36.551	474.671	433.739	29.965	471.638	417.916	36.875	475.063	408.344	34.704
526	5.25000	464.658	416.905	56.112	466.295	427.845	40.587	484.122	429.605	28.377	481.528	419.920	36.570	477.567	403.330	39.761
527	5.26000	465.769	419.731	47.684	471.258	432.275	31.373	500.319	443.702	23.358	482.940	417.762	32.829	497.100	413.884	37.247
528	5.27000	477.109	410.574	51.672	459.487	437.885	33.791	493.963	434.741	21.641	480.194	419.984	36.629	497.849	432.080	29.323
529	5.28000	483.344	413.908	51.121	479.595	429.864	44.386	493.534	437.976	25.043	489.798	424.698	43.548	493.008	425.540	42.312
530	5.29000	487.587	417.325	44.323	492.999	439.762	44.750	503.214	438.751	24.674	501.172	426.395	41.490	505.489	410.620	37.556
531	5.30000	496.380	421.677	49.316	482.720	443.048	37.807	503.854	425.584	26.853	503.080	430.195	33.390	511.347	422.344	25.988
532	5.31000	497.163	424.417	48.680	498.710	437.966	42.707	508.642	441.726	32.422	501.957	427.143	36.929	515.812	418.057	30.654
533	5.32000	504.004	427.562	44.119	513.748	435.536	50.463	513.906	441.088	25.983	511.458	438.899	36.265	518.828	421.084	28.846
534	5.33000	511.960	422.204	51.283	505.027	430.637	42.949	525.123	442.071	24.549	519.461	428.696	30.582	528.504	424.357	23.508
535	5.34000	529.138	447.296	46.130	524.374	432.334	40.843	528.541	445.233	21.915	521.582	426.461	37.096	525.274	429.577	29.305
536	5.35000	530.827	438.193	35.296	538.489	436.734	48.646	533.796	440.235	32.339	535.556	446.296	36.719	522.639	439.256	31.670
537	5.36000	532.388	428.628	42.059	525.546	447.208	37.586	543.777	440.432	31.688	532.941	437.016	26.985	541.778	436.925	23.883
538	5.37000	540.263	441.436	39.304	537.570	446.005	23.024	540.111	435.246	32.496	540.940	438.069	40.262	540.678	441.707	33.484
539	5.38000	543.945	432.526	32.017	548.731	436.085	29.155	541.835	432.714	39.698	551.961	434.987	34.674	544.414	450.874	37.338
540	5.39000	554.977	441.545	26.885	551.533	439.898	29.418	553.488	444.354	40.354	554.638	432.635	34.355	550.888	449.435	41.173
541	5.40000	560.645	447.651	23.632	566.841	441.630	29.017	550.566	435.251	35.776	558.967	453.084	28.752	551.238	444.802	21.166
542	5.41000	562.102	438.578	14.539	575.638	446.617	32.145	559.519	441.349	31.928	559.171	447.256	17.086	563.017	442.817	16.837
543	5.42000	575.942	444.426	13.270	570.795	440.258	19.580	570.598	447.538	27.437	565.059	443.388	24.695	574.983	436.913	31.190
544	5.43000	579.652	450.411	16.150	577.374	437.905	23.306	570.213	434.714	28.230	572.985	448.565	27.815	569.452	447.471	21.177
545	5.44000	582.697	448.616	8.772	594.496	448.555	30.828	576.020	439.383	24.229	575.407	439.662	23.885	568.441	447.384	16.526
546	5.45000	594.943	456.240	10.128	592.293	437.994	9.816	575.021	433.676	21.216	583.662	445.058	9.875	581.390	450.167	11.570
547	5.46000	602.236	466.443	17.003	596.828	431.512	7.109	580.593	441.702	23.301	593.024	452.307	8.342	581.804	458.077	10.470
548	5.47000	601.139	454.468	6.141	613.752	443.138	12.710	587.854	452.009	11.636	592.376	438.783	5.283	589.397	454.031	16.146
549	5.48000	600.650	448.649	1.617	601.988	450.988	2.237	589.643	442.671	5.107	599.917	439.075	1.802	589.865	454.386	-0.184
550	5.49000	619.543	469.973	7.039	613.296	433.153	6.697	594.839	437.454	4.941	607.032	453.578	8.887	592.973	456.219	2.684
551	5.50000	628.464	473.839	-1.512	635.003	427.665	3.018	592.525	432.545	-0.127	606.095	453.370	7.393	599.433	459.202	5.285
552	5.51000	628.273	464.107	-4.856	615.306	429.174	-3.645	598.420	431.817	-0.076	607.454	447.788	-4.667	593.919	464.614	-8.444
553	5.52000	628.140	459.984	-7.256	618.458	432.279	3.434	610.751	433.803	6.285	621.449	453.756	-5.089	596.213	464.171	-7.803
554	5.53000	630.128	462.749	-5.724	642.381	435.625	-1.915	608.514	433.393	-2.631	624.675	454.594	1.822	607.964	460.691	-13.401
555	5.54000	638.777	467.678	-6.105	643.253	433.947	3.341	609.604	438.788	-18.704	618.152	450.065	-3.639	613.465	468.139	-16.614
556	5.55000	647.925	469.183	-12.671	649.512	447.663	1.748	609.329	427.768	-14.642	636.239	449.013	-8.155	613.250	475.601	-18.606
557	5.56000	656.072	467.611	-13.239	647.830	446.571	-9.959	611.203	430.964	-12.867	639.675	449.901	-11.277	617.897	469.210	-13.417
558	5.57000	650.624	460.051	-15.522	655.764	435.378	1.707	626.806	447.435	-9.066	633.261	455.359	-13.292	618.598	472.544	-13.601
559	5.58000	653.362	468.167	-23.905	666.340	431.847	0.382	634.553	436.229	3.940	638.174	453.972	-11.062	617.228	480.672	-23.313
560	5.59000	662.399	479.620	-23.569	666.929	434.976	-10.232	629.803	432.717	-3.467	637.987	452.567	-12.982	624.150	483.101	-22.046
561	5.60000	674.231	481.259	-13.617	673.133	438.559	-7.528	630.935	439.949	-10.438	647.126	450.170	-20.068	636.081	473.818	-14.638
562	5.61000	675.112	482.766	-20.314	672.501	448.204	-17.527	636.878	447.956	-6.612	656.380	453.755	-17.225	645.042	464.490	-6.915
563	5.62000	674.394	480.683	-24.353	681.227	438.953	-16.075	642.864	445.289	-14.257	663.826	465.500	-5.883	639.769	475.793	-15.136
564	5.63000	686.045	477.271	-17.027	684.669	439.617	-10.532	647.800	439.132	-15.102	664.791	468.090	-15.750	643.268	483.662	-19.994
565	5.64000	685.641	472.863	-17.881	680.433	450.880	-11.194	647.858	443.904	-18.933	666.459	465.996	-17.419	649.270	477.535	-20.388
566	5.65000	686.780	476.099	-24.848	686.583	450.977	-8.195	652.544	445.526	-17.187	669.135	465.744	-12.550	654.860	480.036	-22.323
567	5.66000	690.299	480.655	-24.328	688.170	452.027	-18.422	661.182	449.696	-13.579	670.420	460.723	-17.193	662.209	488.124	-28.492
568	5.67000	688.919	476.598	-25.300	691.307	444.397	-12.272	658.243	445.092	-11.515	677.109	458.394	-18.083	659.047	484.796	-28.535
569	5.68000	696.024	476.340	-26.492	700.272	437.341	-18.179	663.318	444.540	-8.800	679.922	461.640	-21.385	658.329	477.036	-17.405
570	5.69000	699.583	483.251	-22.335	702.249	442.492	-25.945	668.638	459.684	-12.752	683.881	464.472	-22.108	667.028	484.848	-21.062
571	5.70000	704.282	487.111	-17.647	711.014	453.740	-12.460	669.947	453.565	-23.827	687.537	466.087	-20.205	666.606	488.578	-35.319
572	5.71000	711.758	489.282	-16.061	703.597	452.191	-19.194	678.748	448.164	-21.511	697.678	465.173	-15.012	675.129	487.607	-28.324
573	5.72000	714.418	487.647	-19.163	707.082	449.864	-9.452	678.608	448.885	-25.628	691.505	461.900	-25.865	686.528	485.062	-16.966
574	5.73000	711.423	484.788	-21.512	718.570	458.062	-12.164	669.407	443.877	-36.169	689.839	466.612	-27.895	677.496	481.235	-29.160
575	5.74000	710.492	484.523	-27.883	724.357	458.157	-20.448	678.416	453.680	-22.843	700.879	470.253	-15.801	683.514	479.699	-27.248
576	5.75000	719.094	483.526	-30.907	723.887	457.403	-9.580	695.764	460.400	-13.003	697.758	466.336	-25.149	689.048	485.397	-24.949
577	5.76000	722.561	483.948	-27.134	707.237	458.323	-20.806	694.879	460.811	-12.403	703.457	471.630	-25.332	700.336	489.960	-28.305
578	5.77000	727.049	481.598	-19.679	714.647	442.807	-26.190	700.056	457.334	-16.908	706.561	472.713	-17.961	695.999	480.687	-36.557
579	5.78000	724.258	482.970	-34.131	720.245	451.544	-19.450	702.629	458.991	-13.068	704.008	467.461	-25.244	689.566	474.304	-44.385
580	5.79000	727.689	484.916	-35.964	735.427	461.809	-8.457	702.430	464.739	-19.054	713.643	467.062	-28.301	706.899	477.813	-34.822
581	5.80000	733.073	481.748	-28.422	723.753	461.181	-20.577	702.581	455.513	-32.077	720.801	468.415	-24.764	706.765	491.715	-31.192
582	5.81000	728.859	478.572	-42.436	723.391	460.223	-30.192	704.909	458.703	-24.339	722.663	468.696	-28.861	708.868	480.164	-21.328
583	5.82000	733.453	478.098	-32.538	749.782	462.604	-26.516	716.066	465.329	-23.831	724.393	473.746	-29.768	708.944	459.638	-20.244
584	5.83000	735.799	486.158	-29.467	733.254	469.123	-33.468	712.946	456.925	-28.790	720.141	471.943	-26.758	712.491	480.409	-27.953
585	5.84000	737.091	483.854	-32.191	733.460	457.221	-26.608	718.795	458.837	-27.647	726.199	472.898	-23.683	727.354	491.128	-15.804
586	5.85000	744.335	478.538	-26.224	740.720	455.433	-40.012	725.567	477.446	-14.104	733.198	477.979	-23.665	717.449	482.369	-15.888
587	5.86000	739.281	480.746	-37.931	738.021	469.339	-47.863	723.942	472.623	-23.771	731.885	480.259	-30.156	719.216	493.467	-25.585
588	5.87000	737.680	477.934	-41.609	749.965	469.907	-24.226	720.914	458.754	-35.357	736.764	479.245	-26.863	730.418	492.661	-21.059
589	5.88000	747.683	485.196	-27.855	745.930	465.898	-33.487	724.230	464.022	-23.984	741.697	478.753	-21.507	720.105	481.435	-29.071
590	5.89000	749.160	495.792	-29.168	739.260	465.914	-37.084	734.641	474.186	-17.101	734.911	471.951	-39.525	732.043	482.955	-30.487
591	5.90000	749.664	485.406	-32.364	758.971	473.488	-22.915	743.379	468.797	-21.431	741.832	472.000	-40.870	746.642	484.975	-21.680
592	5.91000	752.891	478.730	-36.319	750.941	482.912	-32.257	747.998	476.411	-20.739	750.252	477.438	-29.424	744.164	491.505	-29.969
593	5.92000	753.728	481.099	-38.577	748.657	463.833	-38.762	741.021	474.831	-30.136	742.805	477.171	-35.483	746.248	490.855	-26.939
594	5.93000	760.736	486.980	-31.440	753.797	462.816	-33.318	738.647	468.854	-37.493	750.645	479.573	-29.646	752.125	475.624	-27.503
595	5.94000	761.311	492.174	-30.428	746.134	482.408	-44.769	741.880	467.010	-40.999	759.870	482.581	-26.019	750.019	475.605	-32.542
596	5.95000	758.555	485.103	-29.260	759.695	482.984	-30.575	754.278	477.200	-33.151	754.752	488.879	-30.639	751.529	475.781	-33.743
597	5.96000	758.268	478.631	-38.244	770.249	478.644	-25.203	762.012	486.283	-29.069	757.127	487.199	-30.315	755.518	475.810	-39.785
598	5.97000	756.134	478.235	-45.219	764.595	476.892	-28.625	753.176	480.426	-26.548	759.405	489.820	-32.905	754.713	491.986	-41.387
599	5.98000	766.159	487.319	-48.212	763.956	484.283	-10.233	763.737	487.766	-5.301	755.280	488.919	-33.625	764.915	494.007	-41.945
600	5.99000	757.062	495.775	-82.522	769.516	501.031	2.748	765.146	490.690	11.701	752.774	483.062	-24.104	755.705	495.520	-54.403
601	6.00000	752.340	492.277	-102.583	758.506	490.976	17.332	753.550	495.834	37.316	736.794	487.348	-37.977	743.868	497.040	-99.865
602	6.01000	760.080	494.108	-111.646	766.872	473.858	43.777	758.303	496.336	54.910	723.190	517.416	-61.080	748.052	488.116	-122.943
603	6.02000	749.556	492.281	-139.192	774.130	496.834	84.715	748.540	486.315	71.947	732.067	508.593	-28.372	749.814	486.880	-121.520
604	6.03000	748.815	484.758	-158.110	747.770	501.840	95.672	745.137	483.505	79.620	739.457	494.351	-7.449	750.780	486.315	-150.129
605	6.04000	744.036	486.630	-172.016	739.382	485.431	95.161	741.504	498.600	114.455	721.749	505.569	-23.602	738.506	488.928	-165.807
606	6.05000	737.376	492.468	-181.118	740.501	498.098	111.480	726.906	487.203	114.807	679.499	469.601	-21.784	723.914	495.764	-190.246
607	6.06000	730.365	496.692	-197.823	722.669	497.660	130.599	713.623	503.244	106.893	662.922	466.041	-23.873	729.963	498.828	-200.187
608	6.07000	726.855	502.407	-193.234	714.864	493.781	137.693	700.143	507.026	114.191	669.477	487.255	-39.531	727.373	489.971	-192.754
609	6.08000	727.737	503.978	-176.101	703.847	502.397	126.149	693.960	497.428	112.339	660.523	496.782	-47.838	715.084	497.208	-204.851
610	6.09000	716.511	499.564	-175.208	679.848	505.204	114.080	677.812	497.301	102.474	647.422	498.713	-39.933	701.157	510.644	-205.011
611	6.10000	694.254	496.384	-177.859	665.112	493.459	110.732	649.545	502.754	81.563	644.425	505.695	-25.601	682.382	493.719	-200.628
612	6.11000	671.315	482.415	-186.712	651.210	493.009	96.984	637.591	498.510	78.034	632.560	515.080	-31.086	685.025	498.999	-193.670
613	6.12000	661.602	482.996	-169.439	635.795	513.743	94.608	621.265	495.516	66.097	612.442	509.933	-44.077	673.456	506.225	-181.451
614	6.13000	649.814	508.970	-143.125	603.832	505.295	85.488	607.204	507.161	40.848	603.807	506.422	-41.478	642.897	516.555	-185.830
615	6.14000	629.416	513.612	-136.368	587.066	490.541	64.477	585.935	499.615	24.265	578.919	497.846	-52.262	620.084	512.975	-177.889
616	6.15000	606.785	503.129	-124.677	567.094	505.273	45.989	553.380	495.338	12.417	552.609	490.354	-69.574	599.575	491.079	-151.390
617	6.16000	575.517	501.437	-124.526	522.731	501.653	23.850	541.697	501.791	4.064	527.258	489.247	-73.241	576.366	492.487	-160.472
618	6.17000	547.572	499.784	-122.395	513.180	495.612	17.200	534.368	515.511	-2.899	509.416	501.972	-69.301	561.636	508.768	-154.773
619	6.18000	524.171	498.164	-113.546	509.930	512.720	9.088	512.159	514.703	-26.637	501.522	506.428	-70.483	530.926	523.986	-139.669
620	6.19000	490.748	501.077	-106.046	485.627	510.940	-1.645	478.901	494.567	-47.764	481.404	499.092	-71.947	504.822	497.136	-134.696
621	6.20000	470.910	504.676	-94.112	448.648	500.602	-19.138	458.318	498.892	-44.370	456.429	503.484	-71.927	486.301	496.068	-119.485
622	6.21000	446.293	500.727	-94.400	423.652	510.203	-39.613	440.289	514.374	-50.804	428.431	507.947	-77.777	452.245	508.686	-117.950
623	6.22000	405.208	495.015	-105.684	410.305	516.290	-36.382	409.706	509.479	-67.156	407.195	505.062	-77.827	431.024	490.268	-113.686
624	6.23000	383.185	499.314	-99.804	372.777	513.275	-59.529	387.873	512.771	-65.425	373.535	498.803	-87.836	395.367	494.660	-109.399
625	6.24000	360.215	501.158	-93.742	346.523	515.060	-80.530	369.782	514.184	-67.302	352.081	501.564	-89.829	369.782	496.965	-97.080
626	6.25000	322.303	492.036	-99.547	326.577	519.747	-83.430	342.194	515.436	-81.641	332.776	503.961	-89.586	350.126	495.570	-93.672
627	6.26000	301.578	505.351	-89.436	302.975	511.743	-86.829	312.897	513.559	-92.305	298.290	522.373	-102.514	321.885	488.521	-98.398
628	6.27000	272.331	502.620	-102.296	270.589	507.511	-96.303	288.451	511.156	-91.673	280.812	531.784	-100.412	288.267	483.976	-90.848
629	6.28000	238.681	485.482	-114.451	236.592	524.679	-110.118	263.786	512.684	-93.472	257.199	521.477	-99.226	255.500	490.138	-83.338
630	6.29000	216.699	487.672	-100.325	218.354	531.632	-110.287	237.482	524.020	-96.005	225.403	509.955	-101.550	242.694	485.189	-87.106
631	6.30000	183.628	489.137	-108.767	198.382	525.956	-117.282	216.173	529.613	-94.311	196.134	496.640	-101.887	212.813	491.842	-94.553
632	6.31000	155.350	498.101	-110.577	165.791	509.028	-119.479	186.015	519.013	-105.516	174.972	496.655	-104.191	174.082	499.651	-95.264
633	6.32000	135.009	500.241	-107.342	134.229	512.474	-122.143	155.889	514.020	-109.075	155.468	492.294	-101.768	154.382	492.799	-85.066
634	6.33000	111.333	495.608	-114.810	103.833	527.748	-130.603	135.332	520.872	-98.128	125.401	499.470	-105.959	132.131	490.996	-77.469
635	6.34000	82.110	496.970	-108.234	81.845	519.523	-134.608	113.861	531.101	-97.012	96.862	508.059	-105.463	108.583	486.462	-88.919
636	6.35000	47.195	484.840	-104.989	57.769	514.444	-132.253	79.008	522.439	-107.943	74.978	510.667	-103.696	72.758	485.305	-85.005
637	6.36000	23.409	482.840	-107.623	17.261	513.290	-134.871	55.304	516.253	-114.286	51.033	512.347	-106.876	42.857	497.179	-78.832
638	6.37000	7.402	503.928	-106.256	2.415	516.513	-126.916	37.662	523.411	-102.218	20.175	515.460	-103.821	31.465	500.299	-86.457
639	6.38000	-29.854	495.719	-112.269	-13.632	530.736	-119.048	8.889	521.823	-99.698	-1.985	519.040	-99.742	5.966	483.134	-96.484
640	6.39000	-61.766	485.355	-110.651	-50.043	519.312	-136.502	-18.041	517.620	-114.001	-27.541	505.424	-105.224	-25.925	483.643	-99.938
641	6.40000	-76.613	495.116	-98.167	-78.712	517.021	-127.698	-49.864	521.753	-117.414	-61.252	499.904	-114.210	-38.645	497.840	-79.791
642	6.41000	-99.531	493.971	-90.220	-84.991	527.266	-105.001	-70.735	523.246	-114.846	-86.678	498.497	-105.944	-81.693	495.706	-92.266
643	6.42000	-137.534	489.053	-103.246	-115.711	521.658	-116.056	-93.125	528.462	-104.211	-105.090	500.467	-95.336	-112.432	491.076	-111.918
644	6.43000	-158.394	496.979	-99.187	-153.111	528.129	-115.733	-115.363	519.896	-111.326	-130.677	506.554	-105.890	-118.156	489.585	-92.231
645	6.44000	-173.569	495.531	-83.722	-176.382	530.304	-106.165	-148.716	516.134	-118.247	-161.766	505.365	-113.610	-156.896	488.909	-83.932
646	6.45000	-205.337	492.640	-97.623	-217.430	508.311	-114.695	-175.150	520.733	-110.019	-183.920	502.493	-91.302	-185.407	481.459	-100.488
647	6.46000	-227.940	491.183	-92.253	-229.675	499.658	-101.849	-195.769	512.324	-104.847	-224.079	494.756	-97.138	-193.486	486.395	-101.860
648	6.47000	-251.942	495.463	-79.910	-234.594	527.111	-96.795	-224.579	509.038	-120.033	-242.089	503.034	-103.945	-218.944	506.654	-97.494
649	6.48000	-272.690	501.575	-57.561	-262.729	526.160	-120.858	-236.228	514.003	-141.900	-244.408	504.683	-94.179	-241.860	503.826	-82.453
650	6.49000	-300.062	491.125	-34.788	-280.815	508.131	-131.483	-244.152	510.178	-165.070	-261.373	498.320	-97.302	-266.805	488.800	-62.251
651	6.50000	-327.547	488.220	-17.510	-286.351	514.685	-152.040	-265.706	501.963	-184.787	-271.344	498.181	-102.944	-303.276	493.270	-60.541
652	6.51000	-337.891	499.051	10.461	-305.588	507.576	-181.896	-281.811	495.496	-219.601	-275.070	495.515	-103.374	-306.910	484.038	-28.142
653	6.52000	-366.547	485.674	25.328	-322.158	504.941	-201.483	-294.972	501.512	-245.831	-281.947	487.700	-107.868	-335.403	497.100	-6.873
654	6.53000	-383.426	480.924	44.781	-322.689	508.543	-219.297	-305.416	505.321	-244.619	-301.262	489.505	-108.555	-378.172	491.342	2.693
655	6.54000	-380.029	500.665	49.050	-333.876	503.668	-233.454	-323.773	504.924	-243.964	-314.298	495.393	-93.901	-372.879	478.053	28.949
656	6.55000	-396.881	489.758	38.143	-360.463	499.499	-255.933	-339.661	509.962	-243.783	-338.561	491.234	-102.233	-396.354	493.590	46.562
657	6.56000	-402.741	485.667	44.875	-369.144	498.619	-260.752	-357.855	490.706	-244.523	-346.539	494.011	-109.783	-423.314	491.874	49.548
658	6.57000	-397.371	493.751	51.636	-381.550	478.780	-251.248	-377.092	496.915	-223.768	-351.873	504.255	-90.232	-398.949	498.468	64.982
659	6.58000	-410.919	493.491	29.357	-405.275	480.268	-254.623	-388.586	493.420	-205.960	-371.233	501.648	-95.969	-394.871	497.507	81.240
660	6.59000	-422.296	493.544	19.264	-413.583	492.014	-261.023	-399.630	485.567	-189.920	-372.086	494.839	-98.218	-406.876	487.893	77.875
661	6.60000	-421.926	489.760	14.598	-411.658	493.066	-236.530	-403.888	495.639	-178.875	-376.427	495.606	-69.598	-410.312	491.407	84.612
662	6.61000	-418.293	487.909	10.319	-403.597	488.596	-213.157	-419.162	484.984	-167.403	-388.131	496.829	-81.366	-422.851	494.922	75.746
663	6.62000	-420.517	490.035	10.873	-415.088	468.462	-214.668	-413.034	488.114	-146.563	-397.860	496.973	-81.191	-428.024	482.907	68.466
664	6.63000	-419.339	482.717	6.000	-418.586	479.726	-184.948	-416.434	484.171	-126.070	-394.880	488.441	-62.260	-418.201	482.095	75.050
665	6.64000	-414.412	488.066	7.992	-419.060	491.133	-171.249	-421.393	470.173	-118.242	-388.275	493.500	-53.223	-418.498	500.980	55.887
666	6.65000	-416.122	496.432	3.161	-428.497	467.211	-163.047	-417.904	485.427	-102.638	-402.773	487.131	-64.055	-418.022	497.030	42.162
667	6.66000	-405.590	493.391	8.514	-411.922	471.540	-131.097	-424.603	475.783	-104.268	-410.346	478.548	-58.871	-403.320	483.737	55.198
668	6.67000	-401.786	491.634	7.767	-410.762	474.948	-116.266	-419.829	469.300	-93.185	-404.890	482.827	-49.889	-419.828	491.824	38.896
669	6.68000	-395.443	490.133	-0.650	-405.496	475.300	-95.760	-405.073	482.860	-61.811	-381.246	487.583	-29.676	-444.896	476.895	25.455
670	6.69000	-388.045	493.491	1.413	-386.520	489.510	-73.306	-438.871	452.993	-73.666	-381.261	492.145	-22.653	-417.451	476.831	29.832
671	6.70000	-382.286	495.810	2.977	-385.319	471.248	-55.974	-431.069	457.187	-68.569	-385.882	491.721	-29.663	-399.978	488.603	19.149
672	6.71000	-377.627	496.224	-0.228	-385.114	473.226	-50.656	-382.282	487.457	-30.490	-385.391	479.595	-26.673	-391.909	496.772	2.924
673	6.72000	-371.660	494.133	-0.136	-367.624	470.980	-31.976	-385.424	474.844	-30.983	-385.491	481.441	-31.909	-380.420	503.651	-5.762
674	6.73000	-357.522	505.054	-4.504	-357.120	479.439	-18.253	-383.761	473.012	-30.906	-364.648	487.635	-11.003	-378.208	495.756	-10.246
675	6.74000	-353.930	493.399	-6.430	-351.672	484.234	-6.759	-372.626	478.265	-18.493	-357.068	485.621	-7.917	-375.875	490.950	-10.295
676	6.75000	-350.587	490.488	-8.115	-349.225	472.023	-2.167	-357.986	483.995	-11.967	-350.977	488.990	-8.630	-372.227	490.167	-12.744
677	6.76000	-336.267	502.803	-1.246	-352.362	474.748	-12.868	-366.753	476.086	-31.245	-348.632	480.984	-4.390	-346.684	502.300	-27.039
678	6.77000	-332.324	491.409	-0.703	-331.031	482.174	10.046	-363.254	478.510	-19.872	-344.230	479.161	-5.572	-343.009	498.653	-24.063
679	6.78000	-333.761	485.810	-8.322	-317.859	487.845	4.774	-344.308	472.585	-10.333	-345.550	483.114	-16.452	-344.356	501.007	-19.934
680	6.79000	-319.868	495.117	3.394	-314.276	478.023	-2.854	-339.288	471.861	-15.570	-334.600	481.793	-17.421	-347.467	495.330	-5.707
681	6.80000	-308.620	498.558	10.917	-309.239	479.610	7.710	-325.007	476.602	-5.684	-310.852	490.564	2.418	-344.137	490.194	-10.917
682	6.81000	-294.419	503.970	6.314	-311.593	479.145	-5.949	-309.729	480.556	-4.803	-297.860	500.592	7.863	-316.160	495.698	-7.756
683	6.82000	-291.688	504.187	1.443	-291.896	476.386	4.598	-304.245	487.891	-6.377	-300.535	487.595	-1.696	-292.570	501.354	-4.112
684	6.83000	-288.848	488.650	9.852	-274.451	482.037	16.585	-292.970	491.428	-1.392	-296.867	488.246	-3.832	-295.417	498.586	-12.004
685	6.84000	-275.852	495.398	14.827	-282.238	482.191	1.656	-284.422	495.048	-4.865	-280.860	486.118	4.629	-294.512	487.101	-0.157
686	6.85000	-274.358	496.421	2.747	-291.359	478.405	-4.494	-301.462	472.002	-22.211	-275.196	478.604	8.872	-278.284	501.882	7.209
687	6.86000	-266.294	488.319	12.923	-274.863	473.557	1.497	-287.258	475.517	-3.683	-267.761	484.027	2.088	-293.170	485.033	0.912
688	6.87000	-251.152	492.874	18.672	-243.497	483.374	15.653	-269.636	480.969	2.538	-261.969	486.950	2.429	-280.967	479.897	-0.523
689	6.88000	-246.598	499.850	6.442	-235.843	484.277	20.235	-261.516	481.368	3.037	-264.048	482.189	8.293	-252.558	493.145	19.939
690	6.89000	-246.577	492.358	18.950	-239.181	483.512	11.695	-249.569	482.348	20.945	-257.132	472.496	9.136	-253.631	489.108	10.330
691	6.90000	-230.966	489.252	27.712	-237.556	483.858	7.114	-238.894	482.291	18.869	-242.194	482.418	17.823	-243.461	496.896	17.900
692	6.91000	-224.984	488.526	22.742	-215.832	481.218	32.646	-228.633	485.382	22.348	-232.894	484.539	29.714	-227.094	494.569	43.337
693	6.92000	-222.116	482.122	47.620	-211.599	477.886	42.521	-230.460	475.886	39.251	-222.583	482.732	38.565	-236.094	490.865	34.613
694	6.93000	-202.147	490.048	60.852	-207.248	478.377	43.775	-213.493	481.965	45.691	-207.253	491.052	54.328	-222.323	492.329	48.066
695	6.94000	-198.248	490.665	51.230	-203.600	471.807	58.427	-205.321	481.854	50.896	-211.873	477.809	56.114	-202.064	491.059	70.430
696	6.95000	-189.954	487.452	81.893	-196.375	464.746	68.003	-210.727	472.864	70.755	-194.909	480.829	69.880	-211.752	486.958	73.952
697	6.96000	-177.991	491.631	100.954	-177.764	481.095	87.140	-191.607	479.863	81.943	-176.171	489.063	92.714	-217.438	477.516	101.722
698	6.97000	-171.089	493.706	105.556	-186.671	477.260	95.791	-189.528	469.838	86.649	-183.194	471.430	99.804	-196.717	489.098	97.586
699	6.98000	-168.558	485.536	122.586	-176.960	471.018	100.567	-190.433	459.209	108.251	-170.773	474.366	109.307	-178.760	498.843	99.395
700	6.99000	-159.211	483.049	132.317	-157.981	476.934	118.093	-181.972	465.359	116.070	-151.504	493.619	128.125	-155.633	490.791	135.432
701	7.00000	-135.919	492.068	147.049	-143.122	476.077	144.336	-167.525	475.453	130.484	-141.243	489.928	146.883	-151.285	486.049	144.448
702	7.01000	-136.040	484.964	157.506	-137.323	473.754	153.665	-151.949	472.485	153.618	-139.832	480.487	155.821	-153.211	477.121	164.655
703	7.02000	-130.935	474.429	180.269	-130.130	472.004	166.487	-146.105	467.876	165.233	-148.198	471.798	167.683	-129.324	486.387	187.881
704	7.03000	-116.967	480.650	194.778	-125.416	470.432	176.874	-123.787	477.320	184.134	-132.115	476.533	189.502	-113.499	486.997	202.937
705	7.04000	-113.419	487.443	203.162	-116.467	479.164	194.844	-111.954	481.388	206.215	-99.596	483.967	206.490	-127.202	468.086	212.392
706	7.05000	-101.530	483.746	228.766	-84.969	479.933	226.253	-117.832	462.325	216.991	-103.262	469.589	219.482	-130.459	464.369	224.938
707	7.06000	-94.593	476.265	234.453	-93.138	468.619	233.318	-112.579	457.555	227.350	-109.767	466.605	229.475	-97.005	478.567	242.952
708	7.07000	-85.386	476.612	243.112	-84.645	465.538	248.822	-90.757	472.401	252.514	-81.754	476.315	255.486	-81.009	482.519	260.700
709	7.08000	-69.325	479.047	268.893	-63.603	471.340	273.280	-69.462	480.234	277.714	-64.417	480.795	276.975	-73.575	482.091	277.777
710	7.09000	-59.686	474.715	286.657	-64.702	478.124	284.607	-55.174	481.140	292.225	-66.658	475.888	286.279	-60.953	482.305	294.934
711	7.10000	-49.957	474.720	302.942	-48.956	471.402	294.181	-53.984	468.219	316.099	-58.072	474.938	302.259	-57.241	464.791	314.686
712	7.11000	-40.510	475.879	321.913	-42.324	470.589	308.115	-35.120	477.887	327.347	-40.658	481.685	321.829	-44.107	471.694	324.988
713	7.12000	-39.500	479.023	332.587	-48.462	474.785	323.240	-26.928	475.002	335.395	-34.117	466.807	339.624	-33.605	481.705	333.394
