NO_OF_FRAMES	494
NO_OF_DATA_TYPES	15
FREQUENCY	100
TIME_STAMP	2025-01-24, 16:29:55
DATA_INCLUDED	Acceleration
DATA_TYPES	2_acc_X	2_acc_Y	2_acc_Z	3_acc_X	3_acc_Y	3_acc_Z	4_acc_X	4_acc_Y	4_acc_Z	C_acc_X	C_acc_Y	C_acc_Z	1_acc_X	1_acc_Y	1_acc_Z

Frame	Time	2_acc_X	2_acc_Y	2_acc_Z	3_acc_X	3_acc_Y	3_acc_Z	4_acc_X	4_acc_Y	4_acc_Z	C_acc_X	C_acc_Y	C_acc_Z	1_acc_X	1_acc_Y	1_acc_Z	
518	5.17000	-2254.681	-3473.157	1019.742	2356.487	-463.315	2119.125	1229.465	255.138	-1084.733	272.750	2124.662	-1558.034	384.905	-1202.372	1036.005
519	5.18000	2844.954	3502.298	-1837.658	-94.730	547.097	-1245.798	-565.913	-1131.716	950.588	1642.266	-1400.262	1444.845	-1777.297	-1544.749	-883.622
520	5.19000	-1903.124	-2378.223	2624.523	1403.618	-996.332	215.301	1926.410	274.855	-1150.983	-2321.566	1355.538	-1805.524	3333.114	4318.876	2088.253
521	5.20000	2649.002	-125.754	-495.263	-700.724	-316.192	-188.775	-92.097	815.089	1127.093	2438.027	-240.819	2039.891	-1749.451	-1560.979	-2558.950
522	5.21000	-694.456	2238.398	-813.622	-16.989	2818.841	511.101	629.522	348.567	-1598.389	-352.621	230.587	-2839.814	2880.364	2002.382	1237.711
523	5.22000	962.121	-1599.885	738.380	146.387	-2430.488	-978.670	1106.100	36.577	2428.007	1182.865	-315.936	3051.510	-589.765	-2614.843	1238.753
524	5.23000	374.365	2638.360	-1003.542	2556.571	1232.001	490.462	-397.946	879.730	-2683.463	-28.522	1324.453	-1712.114	476.904	2120.238	-1786.862
525	5.24000	342.593	-3097.823	1934.798	-812.673	758.339	1594.629	331.419	-696.772	3902.453	1971.744	-1403.132	1973.325	-808.766	-1082.576	894.092
526	5.25000	2056.518	5519.820	-36.140	2948.697	-2119.408	-787.432	1558.968	-130.102	-4220.035	6.080	1803.951	-2034.438	1309.515	79.626	117.291
527	5.26000	-1834.424	-4954.638	-1649.376	-1956.209	3005.514	-1055.386	1680.279	2949.421	3216.238	276.337	-2235.560	1286.278	2597.038	2031.340	-620.003
528	5.27000	4102.556	3123.281	2446.806	-398.008	-1883.604	1539.029	-2951.446	-4741.501	-3559.674	-825.534	2679.928	-526.368	-2447.309	1607.763	-964.724
529	5.28000	-2855.503	-2456.495	-2556.943	4419.645	279.362	580.009	2865.592	5388.513	4240.105	2746.309	-1736.999	1910.153	1479.115	-2915.820	3562.458
530	5.29000	3704.072	3139.942	1197.361	-1738.815	1700.232	-507.225	-929.437	-5233.547	-4313.978	-471.390	2076.430	-2321.703	1017.152	-68.097	-4513.609
531	5.30000	-1945.505	-2269.496	-198.801	-316.976	-1042.900	-881.367	1057.378	2600.022	4749.845	852.996	-1316.611	701.653	154.542	2412.923	2200.030
532	5.31000	2102.070	2817.352	71.600	3514.974	26.460	1861.374	-99.870	628.430	-3636.090	-1077.647	706.283	6.145	738.364	-3270.284	-1266.856
533	5.32000	-733.893	-2188.258	-983.814	-507.308	-512.585	-310.322	1152.814	-756.052	2348.385	2977.894	1644.913	-138.811	-135.083	3875.571	905.291
534	5.33000	2325.042	1116.655	2416.683	-1236.873	-467.098	-1192.378	1090.517	952.631	-2635.294	-1377.324	-3685.470	-997.837	2070.108	-3220.886	-1972.959
535	5.34000	1110.577	3901.685	-3447.267	5106.251	806.495	771.048	-407.000	-320.123	2108.514	1801.536	3238.472	2300.708	-2715.929	4264.800	3132.324
536	5.35000	-772.640	-5722.268	1280.330	-2283.204	73.475	789.657	1458.065	-679.565	-23.674	993.224	728.471	-2376.087	2188.865	-2329.049	-2659.218
537	5.36000	1084.779	3809.185	72.370	-305.585	2021.404	-3001.692	538.218	718.981	-106.548	-1516.136	-2584.485	429.210	1638.942	1862.856	1101.757
538	5.37000	490.308	-1247.527	-623.340	2710.390	-2262.115	89.292	-1271.561	-1756.158	268.113	3115.791	2795.059	2226.153	-1858.936	-906.473	818.390
539	5.38000	245.931	-534.423	-834.108	-478.165	278.158	1136.969	1616.432	1249.759	1172.370	-911.539	-3411.292	-3343.746	2606.123	2739.944	-47.588
540	5.39000	1960.596	2338.203	-192.241	1038.583	484.391	-1084.345	714.084	1078.349	-1041.290	1446.874	2940.805	3279.969	-1311.260	-3027.794	814.616
541	5.40000	-827.042	-1116.976	-458.377	2023.051	-137.971	1004.149	-1298.356	-2899.090	125.836	-580.971	1148.929	-4400.560	1381.240	2101.328	-4816.027
542	5.41000	1118.494	-697.612	-1360.306	-263.588	1135.387	-378.724	3088.894	4118.785	-895.509	621.823	-2314.382	2067.387	974.420	-2498.421	3950.202
543	5.42000	1649.350	1867.246	1106.570	-705.093	-2407.165	-2134.126	-873.161	-2881.015	-2.726	555.643	1540.642	-545.662	1418.936	1317.711	-1079.516
544	5.43000	-907.312	-670.381	-530.548	2020.954	1936.652	2879.344	796.213	316.170	161.303	1029.623	-505.132	1169.608	-2525.299	793.724	-923.247
545	5.44000	1516.280	311.387	-945.021	1403.515	193.292	-1375.059	365.268	617.611	-961.533	-545.201	-1275.496	-1955.599	2323.241	-810.976	-6.777
546	5.45000	933.099	1213.360	1216.161	-1844.254	-2305.613	-2827.399	-565.181	-1758.902	359.070	2196.164	2354.775	-846.337	266.552	1367.562	-984.442
547	5.46000	525.428	827.286	158.881	2751.285	1009.388	2286.079	1679.698	3364.081	57.941	-323.721	-904.992	539.672	-183.717	214.306	764.361
548	5.47000	-744.858	-3222.282	-2331.286	633.557	1315.770	-1165.809	-227.473	-1302.725	-2391.007	194.039	-1799.798	-1151.457	1702.137	-1023.341	370.793
549	5.48000	647.030	2058.500	1426.496	-2986.428	254.234	-928.934	585.167	-564.865	1085.090	1314.299	1858.170	455.414	-1608.477	1094.232	-3636.672
550	5.49000	3131.588	2206.302	-342.139	5248.128	-3821.258	1821.078	454.029	-478.563	-1118.121	108.710	1042.303	961.443	2230.167	-727.566	4210.274
551	5.50000	-1347.418	-1433.039	-1368.129	-906.719	2723.629	-2556.881	-916.865	-503.150	104.424	-296.260	-1083.921	-1260.153	-938.269	1324.153	-3690.029
552	5.51000	1309.330	-513.493	699.368	-3032.748	-2421.806	1224.226	2096.038	357.450	-94.290	568.140	-32.332	-1151.861	-164.385	-241.715	944.059
553	5.52000	-1336.011	-310.988	-1179.391	3663.167	3042.722	191.640	370.117	39.846	1366.612	2230.931	1225.899	1067.395	623.043	152.967	-815.784
554	5.53000	1733.554	863.876	1485.941	1121.445	-2373.407	-1261.569	-817.478	-121.927	-3149.928	-1585.851	-1058.335	314.872	1727.269	-848.792	-303.756
555	5.54000	-3.646	122.079	-1562.209	-947.143	2037.736	2312.752	1035.297	1200.962	-64.485	281.336	152.483	-1407.117	-627.234	2338.288	-338.960
556	5.55000	1833.194	178.821	248.966	2199.012	705.463	-2631.351	-1090.278	-3405.054	876.869	3336.016	-362.759	503.991	584.414	-845.792	-59.331
557	5.56000	-203.816	-493.130	-362.580	-2535.485	-923.927	290.069	1465.246	4044.334	-521.969	-2648.892	540.290	-1128.471	344.875	-432.418	1097.033
558	5.57000	-885.655	-1018.960	-94.012	4122.385	-1314.554	2043.166	1655.171	-750.055	1282.109	1366.112	551.272	725.412	-204.701	1099.196	-1133.719
559	5.58000	1433.148	2642.274	-1582.514	-2007.299	608.312	-2308.226	-105.730	-1491.237	1319.137	-383.561	-828.586	-279.407	-69.272	526.394	-808.736
560	5.59000	374.340	-351.721	1649.623	2125.122	17.528	185.439	-844.193	788.900	-2800.524	346.302	547.565	-104.565	1453.638	-40.600	1062.087
561	5.60000	1992.083	679.570	340.767	-884.334	699.003	355.417	1070.625	657.383	1406.432	1481.449	-1027.002	-1312.637	932.702	-1816.067	419.534
562	5.61000	-1815.914	-378.195	-1680.088	758.072	1230.116	-2355.217	117.928	943.999	-641.399	369.317	1743.989	1881.335	859.328	-49.510	1125.134
563	5.62000	1672.269	-38.515	872.233	987.094	-3080.300	2645.458	1079.236	-1477.345	-887.432	1119.877	605.050	387.094	-1913.869	2310.054	-2769.360
564	5.63000	657.983	-643.753	593.039	-298.703	3213.075	-1536.822	-91.945	246.010	718.310	-926.816	-87.104	-2360.670	2613.658	-736.117	1797.779
565	5.64000	-738.937	-237.848	-763.796	-548.424	-960.599	1404.508	103.558	708.368	-1484.482	1260.316	-331.662	2026.961	-1413.216	-489.338	-1876.580
566	5.65000	966.787	885.003	-629.613	1778.247	980.155	-804.681	833.462	-383.939	1833.595	-725.004	281.294	-1053.139	2531.141	989.436	1489.594
567	5.66000	-263.011	26.167	733.608	-1460.830	-770.265	-1240.886	894.187	1217.819	-1111.912	981.978	-1285.581	124.471	-1061.325	628.229	-2723.541
568	5.67000	-13.034	-837.492	-928.018	2088.219	-755.646	2470.980	-1481.919	-2138.566	1524.641	355.798	819.903	-302.390	428.976	-1293.872	2715.089
569	5.68000	1434.171	785.767	689.512	-295.118	-655.623	-3652.311	2496.933	2028.104	-981.571	206.848	-170.680	-358.106	-572.624	-258.058	-489.154
570	5.69000	-722.474	596.431	141.905	690.522	1685.825	2099.101	-1433.043	1000.815	191.218	584.904	737.088	213.500	2312.440	1820.515	-242.275
571	5.70000	1662.264	175.601	795.729	1062.547	563.855	597.796	1694.910	-2224.618	-2406.169	146.305	-414.156	167.092	-2396.760	-1074.568	-2609.195
572	5.71000	-167.038	258.654	-478.489	-2545.968	-873.733	-1944.510	65.253	1144.422	2869.223	1882.001	231.289	871.496	4101.289	880.445	4008.267
573	5.72000	699.051	-585.613	-141.998	3242.834	408.271	3892.893	-93.219	-1000.207	-3692.599	-3116.780	-885.923	-3041.950	-1821.497	-1389.610	-1736.737
574	5.73000	-1298.066	13.697	-327.702	-945.158	1231.345	-4435.396	-1746.942	-1.343	1584.388	2783.702	1828.366	2635.821	15.166	624.329	-701.969
575	5.74000	1111.939	-66.716	-946.533	2102.569	-1212.282	2778.728	3548.700	1961.950	1080.923	-575.780	-1100.176	-216.905	1188.426	-931.488	1084.417
576	5.75000	608.363	-132.660	341.802	-2196.499	1061.370	-605.171	-79.008	-617.965	887.047	-48.321	316.803	-1652.648	-81.719	2070.985	-624.632
577	5.76000	85.150	217.059	412.649	-1133.501	-877.280	-1640.031	-98.079	700.143	-767.160	1188.004	742.007	1615.910	2339.470	-1158.285	-46.567
578	5.77000	812.388	-687.024	1078.307	2615.445	-2225.931	563.270	1133.558	-1395.572	-133.746	-567.204	-525.384	-141.732	-3206.996	-696.469	-1603.817
579	5.78000	-1370.569	961.403	-3968.693	-1495.827	3973.334	784.605	-619.047	1726.963	901.775	56.576	-524.998	-1314.805	1920.499	-580.031	38.220
580	5.79000	2056.678	-572.243	3602.204	4532.126	-1920.413	1414.166	579.308	-577.434	-2099.036	1870.444	445.094	703.486	1546.032	1281.883	1874.340
581	5.80000	-979.848	-61.288	-2093.918	-6866.948	1794.962	-3838.199	-549.170	-1267.773	-505.466	-438.688	-174.391	3.927	-1572.762	1498.352	-1148.311
582	5.81000	137.208	-573.935	-708.895	6794.709	-1986.725	1915.175	1014.833	1905.846	2052.944	811.050	230.588	-823.379	1993.228	-3808.555	3121.156
583	5.82000	781.543	479.073	2688.663	-1516.520	2463.010	-1180.099	1216.537	-580.580	-1951.351	-465.049	779.445	642.028	-1977.969	-296.478	-2904.390
584	5.83000	-312.450	1133.005	-2074.614	-1789.110	-1159.138	-210.289	-1840.591	-1100.203	959.628	-385.421	-1140.076	-40.199	2687.297	4450.541	1362.518
585	5.84000	570.826	-1593.805	1529.821	1830.311	-1221.277	1582.392	3010.418	1482.450	-731.011	1597.059	1331.064	655.197	285.423	-2306.595	1067.295
586	5.85000	878.101	530.685	-336.421	-378.350	863.583	-4263.208	-1656.059	2239.455	3439.552	-197.315	-314.888	-651.487	-2266.398	554.701	-1084.146
587	5.86000	-1888.924	-89.223	-2004.941	-161.451	1917.670	2693.085	1331.189	-3204.019	-5372.984	-65.196	770.822	-646.769	2619.795	1664.997	-855.122
588	5.87000	1568.647	-473.082	1269.455	2550.322	-1804.019	2034.194	-1936.850	430.194	3055.745	1040.869	-973.572	1305.478	-379.356	-1826.256	1760.155
589	5.88000	431.965	1925.422	1481.179	-3357.455	1002.113	-3886.430	2600.033	623.353	-781.140	-54.189	875.128	-234.254	-1683.281	-418.987	-3362.403
590	5.89000	-136.462	193.759	-1743.612	2023.409	-998.868	3167.059	-517.765	1409.484	2157.835	-1302.955	-2235.422	-3369.477	4070.900	722.951	3079.135
591	5.90000	237.210	-2270.828	1104.395	1918.909	2513.661	-333.247	2265.219	-2487.322	-3023.749	2687.186	2245.145	3100.524	-1151.247	-318.831	-1317.735
592	5.91000	408.209	935.612	-1895.370	-3524.991	-628.781	-1535.088	-1341.319	4010.030	3161.991	-1003.284	-1157.505	-811.342	655.640	1624.866	-340.040
593	5.92000	-240.845	-461.824	1443.595	3068.268	-3187.001	233.961	-54.106	-4326.031	-5041.378	-486.097	1104.111	-400.394	-238.670	-1754.935	945.934
594	5.93000	1642.526	1637.994	-16.136	-2040.215	2983.542	854.882	-420.583	3130.710	3570.035	2054.099	-623.725	1567.655	1413.950	-1291.233	-1058.585
595	5.94000	-1527.564	-599.294	218.597	507.484	934.826	-3145.090	1067.011	-3499.507	-4271.344	-209.135	1225.294	-842.197	-1835.117	1287.347	50.809
596	5.95000	976.342	-814.846	14.976	2204.712	-819.553	5984.013	1412.715	5537.422	5841.099	-814.510	34.322	-81.766	2137.077	-1252.038	-291.114
597	5.96000	-1033.842	-479.515	-1811.742	-93.865	-48.476	-4909.768	134.052	-3720.716	-5024.790	1289.666	-370.275	146.579	-1339.213	1257.802	-917.286
598	5.97000	607.164	400.304	416.648	-1036.967	-301.953	4225.425	-1901.190	2549.213	5529.087	-834.090	894.436	-664.680	1178.267	1977.411	596.905
599	5.98000	1397.792	1416.382	-1015.155	909.205	1780.073	-547.008	4013.382	-1081.037	-1279.702	9.014	-1074.528	520.737	862.061	-1573.249	-708.463
600	5.99000	-3217.184	274.898	-5846.942	202.883	1569.671	3143.310	-3731.658	1665.807	4680.101	-510.208	-97.069	1383.472	-2704.161	1875.911	-1783.268
601	6.00000	2272.769	-974.481	1834.879	-2405.039	-3580.795	-226.694	1412.529	-637.152	442.775	-2685.760	954.319	-4157.959	336.946	-1571.932	-7309.134
602	6.01000	-724.775	1340.723	-3647.511	4078.233	157.182	5515.725	-462.008	737.677	3076.047	-34.995	5059.292	-462.696	499.687	-212.842	2693.704
603	6.02000	-1379.997	-1706.139	-1861.773	-2626.461	4438.169	2671.966	-1490.524	-2742.007	331.366	1810.255	-6823.877	7004.318	-147.177	-34.353	-2409.268
604	6.03000	1231.804	201.530	-1921.834	-2645.642	-3436.985	-480.683	809.840	2180.037	1203.337	-332.131	3975.542	-2819.864	340.260	-78.689	-3312.361
605	6.04000	-2187.663	172.814	-859.368	968.114	155.129	378.588	-1536.325	839.106	5763.556	-3209.610	-1732.051	-410.706	-2795.065	601.151	176.725
606	6.05000	855.795	994.892	-961.044	-744.269	2378.175	2885.097	-1383.454	-3118.615	-5693.150	-5240.237	-5461.475	774.306	-123.272	766.195	-5064.649
607	6.06000	-2258.151	-150.235	-2379.983	-2822.174	-2465.746	938.803	-1273.012	6326.818	4110.380	1924.830	4749.446	-1192.012	1333.019	-153.507	3076.490
608	6.07000	1556.128	1293.233	3297.815	1261.075	1689.958	479.966	-1423.027	-5570.337	-2650.716	-613.873	-506.688	-1939.589	-1850.966	-1617.822	-1589.803
609	6.08000	-1379.668	-978.923	128.873	-3464.362	33.203	-2788.768	186.385	3650.677	2280.245	-1176.893	2412.080	278.203	-606.914	3065.263	-829.555
610	6.09000	-865.580	96.148	49.609	-1335.450	528.340	374.942	-3415.969	-3676.004	-4253.297	-1443.447	-2025.727	1302.775	-2178.444	-378.116	797.475
611	6.10000	-3585.796	-732.149	-579.809	-1611.791	-2877.495	-1044.419	-2237.423	4766.458	71.265	844.054	3422.057	1563.650	-1576.536	-3006.874	79.029
612	6.11000	-1001.847	-2061.760	-1190.754	-1168.529	2787.533	-1705.347	-153.448	-5615.209	-777.141	-3217.020	-1545.072	-2660.680	2105.187	4062.810	1312.748
613	6.12000	-940.860	2177.964	4645.476	-1914.496	1359.409	1230.256	-3111.571	5016.385	-1610.274	-806.537	515.664	62.393	-4419.033	-2617.471	1131.008
614	6.13000	-1416.678	3016.941	617.287	-4478.239	-3049.031	-3054.317	299.253	-2687.330	-3439.618	-920.483	-1217.870	457.375	-1692.837	4683.453	-2006.856
615	6.14000	-2662.961	-2088.673	734.145	1125.160	98.082	-1147.764	-4553.015	1178.123	123.131	-4057.106	-497.361	-2613.992	-2869.738	-5399.593	3594.988
616	6.15000	-1863.226	-7.807	1604.004	-5119.516	2848.301	-2549.888	-1957.988	-2033.442	-2492.725	-1204.863	-1000.926	-848.417	-1231.905	1020.475	1704.818
617	6.16000	-4390.416	-330.708	-1573.826	-3753.119	-3572.283	-1877.874	-378.697	3324.067	822.170	-3865.438	779.429	114.931	-3409.979	-738.935	-3521.121
618	6.17000	-1198.604	0.268	2000.071	1842.771	2364.226	547.816	-1087.061	-580.111	-2214.941	297.082	1765.663	673.146	463.881	3995.134	4660.803
619	6.18000	-3481.585	-324.265	-230.269	-2492.762	1057.284	-2170.141	-3354.714	418.488	-2532.663	-1875.904	-874.468	-909.554	-6605.829	-951.583	-1639.862
620	6.19000	-3203.045	906.734	1730.179	-2367.843	-1413.243	23.389	-3296.944	-4445.814	-1692.586	-2147.542	-592.812	616.699	1385.151	-4418.317	2634.325
621	6.20000	-764.430	-186.918	656.712	-5027.785	-654.458	-3521.830	-819.602	5310.869	2371.341	-2847.643	1471.305	-612.726	-5089.412	4204.673	407.862
622	6.21000	-4159.001	-602.938	-714.343	28.529	2574.838	-573.253	-2786.092	-2214.335	-3658.212	-2751.870	-578.814	-557.297	-1721.744	-1681.071	-100.718
623	6.22000	-4058.048	-539.326	-1542.544	-2697.944	-1357.526	1219.483	-3330.515	1235.248	387.825	-1495.238	1.873	547.353	-2522.456	-2002.585	953.514
624	6.23000	-346.488	1399.059	2718.591	-4807.616	754.498	-5848.874	-1036.240	-576.837	-41.652	-5236.940	-1253.737	-2549.247	-4608.970	2880.995	-96.078
625	6.24000	-4247.592	-1030.229	-1506.208	-443.224	-397.461	1648.610	-2581.859	859.433	-333.741	946.200	1806.062	2150.786	-508.151	-2419.815	2559.886
626	6.25000	-3334.857	-794.207	345.328	-3545.909	1334.939	-2228.601	-2935.826	-609.108	-2533.993	-4807.239	-1326.691	-2102.204	-3423.043	2140.656	-1878.280
627	6.26000	-810.041	3457.164	1676.711	-1174.513	-2935.780	1548.885	-2923.431	233.859	401.275	-2089.815	5009.116	-483.403	-2225.096	-3550.340	932.909
628	6.27000	-5039.457	-4003.399	-4248.543	-5302.670	2089.366	-3443.677	-1965.914	-714.498	-274.934	-1405.945	-3126.921	903.745	-4498.516	2641.251	577.222
629	6.28000	-1690.560	575.818	1817.363	-1496.785	1344.113	680.543	-2967.006	1020.086	-84.819	-3316.636	1065.398	-666.491	-2054.837	-1408.719	924.721
630	6.29000	-2705.740	-137.811	1007.877	-2150.837	46.604	-714.293	-2293.912	1247.141	-421.758	-3042.439	-3369.663	201.760	-506.286	418.751	-1678.313
631	6.30000	-3908.393	430.806	-2696.265	-1843.534	-1181.832	-684.641	-1967.862	-128.561	760.498	-2811.394	706.529	-269.220	-5470.006	911.851	188.892
632	6.31000	-1747.310	1362.077	2334.357	-4674.630	-2203.792	245.249	-4063.742	-1991.584	-3001.485	-1421.032	-703.415	-191.642	-2276.197	650.032	-331.110
633	6.32000	-2320.836	-934.164	-1687.336	-1637.924	2893.088	-778.083	-1961.310	993.137	2289.607	-2479.831	-168.840	676.296	-1663.836	-2020.490	2370.814
634	6.33000	-2414.318	7.685	193.705	-4441.235	161.624	-913.952	-2150.181	377.222	-100.086	-3533.495	1604.073	-1514.611	-2786.342	1660.008	-851.536
635	6.34000	-3430.388	264.709	1121.438	43.699	-1806.604	112.929	-2144.044	1668.597	323.198	-2174.308	113.673	1613.832	-1923.331	-2566.812	-1438.476
636	6.35000	-3552.615	-2690.716	-472.509	-4858.886	790.856	358.054	-4826.565	-3401.035	-2509.325	-2202.529	407.881	-1260.357	-5241.513	2335.440	2221.301
637	6.36000	-1204.536	2290.767	-54.104	-3242.676	-1021.706	-881.617	85.722	2163.877	1240.596	-2586.450	-71.874	624.324	-738.821	39.211	-986.647
638	6.37000	-1996.913	1926.796	327.355	273.452	1666.246	2472.626	-3614.057	-732.393	1172.972	-3585.083	694.570	-13.309	-1539.428	584.897	-538.426
639	6.38000	-5454.237	-3568.583	-1529.986	-3482.879	1178.427	-899.092	-2140.509	414.858	-668.949	-846.902	21.445	829.139	-3560.497	-4017.883	-1466.854
640	6.39000	-928.122	1495.818	1853.632	-3799.251	-3463.169	-2591.674	-3245.423	-1255.513	-2191.683	-4264.457	-2744.661	-1925.577	-2817.702	4119.675	775.954
641	6.40000	-2041.358	456.197	643.229	-1934.682	3004.852	4352.502	-3119.302	2082.199	1509.181	-2477.656	1640.677	128.484	273.805	-1280.287	3253.567
642	6.41000	-2542.176	-685.003	946.228	678.909	-955.791	186.837	-1054.767	-1783.634	-995.491	-2607.628	-1922.157	1524.708	-8883.390	853.382	-5748.637
643	6.42000	-5058.452	-298.752	-3551.514	-6822.819	-165.797	-2397.692	-3423.395	2826.778	3122.435	-1074.587	2316.098	596.708	2735.603	-1779.410	1818.230
644	6.43000	886.447	1884.011	4363.406	-657.349	1459.875	2462.167	-1024.163	-4539.963	-4545.393	-4042.938	-1098.563	-2707.323	-3880.494	1481.201	2119.204
645	6.44000	-3921.410	-2173.661	-1270.448	-3996.712	-1024.872	-548.534	-5646.383	3787.521	3161.214	-2174.847	860.753	1163.208	-3867.476	-1616.410	-459.362
646	6.45000	-2432.276	1595.608	-1509.826	-4213.025	-3373.629	-1157.465	359.590	-2867.637	-1515.659	-2255.987	-1435.193	3298.418	-1834.660	126.451	-2851.889
647	6.46000	-2088.297	-1887.123	2583.799	1764.169	1642.987	3726.621	-4483.315	1185.753	2549.984	-5775.839	-112.239	-4465.691	218.796	860.881	2577.413
648	6.47000	-2712.117	2743.203	-115.049	-2748.030	3847.577	-2715.686	-1278.827	-1842.771	-5587.092	2173.923	1767.882	3104.436	-5310.345	3190.937	-1704.104
649	6.48000	-1437.371	-1520.892	4584.732	-2878.950	-4037.663	-2097.043	-1050.873	2835.754	1213.612	-2637.636	-1438.132	-1151.381	727.046	-3756.573	4712.184
650	6.49000	-4037.038	-569.019	-30.017	-738.278	431.839	-27.882	-533.901	-3600.913	-5847.635	-755.501	165.554	526.758	-5715.950	751.274	-671.662
651	6.50000	-1460.108	-12.085	3485.548	-368.877	878.843	-4083.470	-3776.900	1957.985	1904.346	-1238.594	-193.263	-1655.012	-1578.391	142.771	1013.682
652	6.51000	-608.551	2178.323	2108.707	-3478.469	-2300.506	-1887.810	555.762	-3251.350	-8867.265	493.252	-340.074	1569.017	851.635	-1989.101	5466.056
653	6.52000	-5122.704	-4853.662	864.575	164.303	1773.428	-2029.549	-3187.805	4454.438	3621.279	-1868.536	-1222.838	-2467.947	-6550.264	4601.489	-1212.309
654	6.53000	1746.971	3903.629	3026.148	-270.427	-1053.048	-1533.234	1098.856	-3692.514	-3378.772	-1994.534	1583.854	2330.640	-2003.539	-5753.097	3125.628
655	6.54000	-1067.699	44.501	-2172.342	-1966.914	78.161	-1298.185	-4770.283	3613.013	3509.675	-612.633	-406.265	600.066	3062.136	3095.329	2125.576
656	6.55000	-2302.631	-2225.832	-9.164	-3350.529	-912.090	-3197.724	1592.854	-2605.276	-3473.553	-4239.905	-425.611	-2266.482	-7757.139	11.892	1397.010
657	6.56000	1130.677	1407.609	1355.517	1614.416	736.090	2233.913	-5231.690	-1245.991	3325.650	2644.197	981.084	756.534	2365.237	-355.033	-799.856
658	6.57000	-56.728	209.242	-3.182	-4095.770	-4703.869	-332.966	1384.258	2487.871	825.313	-3710.971	1067.643	3153.687	2507.718	1673.888	3886.586
659	6.58000	-2652.826	-261.364	-4452.644	-649.193	5001.474	-342.185	-3683.126	-3186.940	2736.234	-161.101	-1589.090	-4300.994	-1692.099	-1866.018	-634.896
660	6.59000	377.365	272.012	2434.031	-1012.302	-2652.332	-937.824	1474.296	1616.420	471.848	-9.507	227.329	3851.177	-708.965	-56.833	-38.070
661	6.60000	-303.344	-1028.867	-3367.300	1397.298	2862.845	5836.550	-2325.902	397.906	1737.197	-858.584	-73.813	1872.798	21.806	759.670	1385.322
662	6.61000	1029.979	658.794	2511.620	214.869	-3756.798	-1161.901	-728.761	-2528.968	557.238	-1482.314	318.354	-4226.429	-2529.633	-56.737	-3158.438
663	6.62000	-1474.816	-233.718	-2400.852	-2513.049	-269.986	859.661	1954.286	3154.986	3610.643	-463.449	-289.609	4261.362	1495.065	-2346.260	1702.412
664	6.63000	1710.298	-1229.783	1426.178	1813.475	2522.790	5084.350	-2634.331	-3943.591	488.016	1059.546	-1416.739	-475.036	469.459	2183.876	-385.625
665	6.64000	-724.894	2299.497	-1027.716	-1908.430	-241.499	-2344.615	1642.628	1143.966	1077.589	261.486	2428.601	2282.302	-528.826	1593.051	-3446.996
666	6.65000	383.041	-626.335	61.536	21.025	-4542.786	3985.040	-944.849	1906.891	2043.276	-3161.229	-3702.405	-4448.715	624.004	-2382.937	701.954
667	6.66000	1723.273	18.190	1009.087	3294.029	5408.509	2404.933	-395.022	-3835.776	-2369.262	1646.612	1985.679	5485.611	2316.458	-275.780	1905.230
668	6.67000	-962.491	-369.561	-1158.640	-3061.942	-4726.846	561.213	1349.949	2539.327	4585.674	-555.343	-1129.821	-3689.207	-5618.010	1893.265	-5165.498
669	6.68000	2231.111	69.460	-524.698	4115.060	4797.249	3540.033	1601.123	172.632	1689.262	5284.173	2080.960	7731.874	604.391	-4879.033	2477.306
670	6.69000	-751.451	602.127	937.403	-319.934	-1955.249	950.740	-8360.727	-6146.095	-4060.278	-5287.119	-1168.557	-6327.311	4884.610	4866.136	-1602.021
671	6.70000	1903.314	-138.426	-624.747	560.213	-1697.183	2515.649	9921.280	6985.027	5079.624	4362.916	1083.803	4925.309	-1390.107	-2511.741	-534.589
672	6.71000	-971.581	221.352	-16.297	-519.245	2092.636	-1452.079	-163.993	-931.142	2536.257	-4264.857	-3508.977	-4327.404	3004.048	4145.639	-2710.347
673	6.72000	2164.986	-639.653	34.767	4017.225	-2541.774	5188.269	-464.453	-1591.464	-2634.893	4244.970	3878.234	3280.266	-706.310	-2769.878	973.077
674	6.73000	662.522	2823.819	-908.291	-1916.416	4233.690	-2443.778	797.109	1225.033	2650.280	-76.505	-2639.524	900.917	1148.616	1190.852	-1869.706
675	6.74000	56.032	-5154.716	523.071	3006.148	-3274.807	4742.551	1429.807	-174.366	-167.624	1592.531	2236.696	-283.688	-681.924	-2152.042	1859.913
676	6.75000	612.462	4572.357	-860.061	-2516.899	832.576	-3824.073	1498.350	1320.386	1472.810	-374.327	-1562.756	141.138	1411.524	1995.376	-2349.729
677	6.76000	2251.488	-2109.288	2233.835	1889.520	-287.588	1683.815	-3251.865	-2902.142	-5328.368	843.432	-38.564	706.834	3697.112	431.286	-509.254
678	6.77000	-1462.904	-169.504	-2125.182	2376.767	1772.822	2899.011	3951.691	3386.915	7602.975	36.825	-325.943	-943.242	-2962.158	-1160.716	1104.450
679	6.78000	1175.590	-950.212	601.388	257.662	-638.658	-3953.376	-162.532	-4571.931	-5695.340	-300.645	1116.471	-1232.807	2692.751	1631.513	-278.762
