NO_OF_FRAMES	494
NO_OF_DATA_TYPES	15
FREQUENCY	100
TIME_STAMP	2025-01-24, 16:24:13
DATA_INCLUDED	Position
DATA_TYPES	2_pos_X	2_pos_Y	2_pos_Z	3_pos_X	3_pos_Y	3_pos_Z	4_pos_X	4_pos_Y	4_pos_Z	C_pos_X	C_pos_Y	C_pos_Z	1_pos_X	1_pos_Y	1_pos_Z

Frame	Time	2_pos_X	2_pos_Y	2_pos_Z	3_pos_X	3_pos_Y	3_pos_Z	4_pos_X	4_pos_Y	4_pos_Z	C_pos_X	C_pos_Y	C_pos_Z	1_pos_X	1_pos_Y	1_pos_Z	
521	5.20000	437.813	553.798	275.689	586.083	555.850	261.527	587.599	406.792	269.483	518.164	478.643	291.277	440.564	402.924	280.935
522	5.21000	442.259	557.674	276.167	590.411	559.997	261.810	592.196	411.038	269.773	522.702	482.769	291.697	445.078	406.911	281.168
523	5.22000	446.635	561.773	276.563	594.738	564.425	262.145	596.855	415.318	269.903	527.204	486.917	291.833	449.880	411.098	281.525
524	5.23000	451.107	565.712	277.032	599.079	568.611	262.381	601.625	419.602	270.276	531.825	491.034	292.275	454.624	415.023	282.006
525	5.24000	455.616	569.914	277.402	603.676	572.919	262.667	606.355	423.975	270.381	536.443	495.283	292.545	459.415	419.161	282.308
526	5.25000	460.160	573.807	277.965	608.191	577.304	263.112	611.118	428.277	270.876	541.258	499.392	293.012	464.125	423.190	282.700
527	5.26000	464.909	578.253	278.524	613.002	581.476	263.479	616.037	432.567	270.948	546.073	503.682	293.276	468.966	427.227	283.104
528	5.27000	469.475	582.202	278.918	617.617	585.949	263.740	621.125	437.151	271.343	550.917	507.748	293.669	474.067	431.468	283.445
529	5.28000	474.452	586.464	279.558	622.191	590.234	264.155	625.917	441.262	271.381	555.677	512.082	294.009	478.923	435.869	283.690
530	5.29000	479.142	590.480	279.941	627.208	594.546	264.628	630.995	445.911	271.844	560.713	516.242	294.540	483.927	439.979	284.291
531	5.30000	484.203	594.810	280.444	632.051	599.029	265.050	635.981	450.037	271.875	565.701	520.609	294.839	489.033	444.081	284.441
532	5.31000	489.070	598.914	280.927	636.863	603.407	265.384	641.072	454.422	272.381	570.774	524.846	295.208	494.154	448.426	284.811
533	5.32000	494.147	603.299	281.418	642.026	607.788	265.904	646.154	458.871	272.523	575.740	529.152	295.577	499.349	452.443	285.054
534	5.33000	499.150	607.465	281.810	647.138	612.118	266.393	651.351	463.244	272.900	581.003	533.624	295.933	504.531	456.847	285.388
535	5.34000	504.386	611.743	282.443	652.126	616.401	266.763	656.656	467.713	273.014	586.129	537.726	296.189	509.919	460.930	285.525
536	5.35000	509.733	616.411	282.732	657.625	620.765	267.210	661.921	472.149	273.339	591.435	542.153	296.675	515.036	465.439	285.974
537	5.36000	515.002	620.507	283.149	662.896	625.136	267.736	667.332	476.517	273.661	596.840	546.652	296.923	520.372	469.715	286.158
538	5.37000	520.380	624.984	283.573	668.136	629.709	267.962	672.797	480.958	273.972	602.094	550.893	297.214	525.872	474.177	286.452
539	5.38000	525.808	629.335	283.935	673.647	634.056	268.196	678.134	485.222	274.311	607.659	555.414	297.728	531.186	478.549	286.828
540	5.39000	531.259	633.634	284.214	679.111	638.431	268.545	683.634	489.612	274.766	613.133	559.593	297.908	536.760	483.195	287.199
541	5.40000	536.907	638.166	284.473	684.678	642.854	268.785	689.204	494.109	275.118	618.752	564.066	298.415	542.203	487.538	287.651
542	5.41000	542.472	642.587	284.686	690.448	647.263	269.125	694.645	498.317	275.482	624.312	568.655	298.483	547.785	492.091	287.622
543	5.42000	548.149	646.938	284.764	696.191	651.786	269.428	700.395	502.936	275.756	629.935	573.011	298.757	553.464	496.394	287.988
544	5.43000	553.991	651.476	284.952	701.863	656.068	269.517	706.057	507.268	276.031	635.614	577.522	298.977	559.284	500.829	288.246
545	5.44000	559.742	655.946	285.087	707.738	660.544	269.894	711.799	511.631	276.321	641.395	581.983	299.313	564.853	505.343	288.411
546	5.45000	565.645	660.448	285.127	713.753	665.039	270.133	717.577	516.055	276.515	647.122	586.315	299.455	570.653	509.777	288.576
547	5.46000	571.641	665.071	285.289	719.584	669.304	270.090	723.299	520.304	276.745	653.068	590.884	299.511	576.480	514.347	288.643
548	5.47000	577.690	669.777	285.467	725.690	673.670	270.275	729.189	524.889	276.981	658.982	595.362	299.621	582.289	518.938	288.786
549	5.48000	583.664	674.160	285.412	731.859	678.167	270.344	735.056	529.344	276.978	664.916	599.659	299.617	588.268	523.427	288.966
550	5.49000	589.703	678.750	285.500	737.730	682.689	270.320	740.982	533.743	277.083	670.981	604.143	299.657	594.087	528.026	288.782
551	5.50000	596.055	683.560	285.553	744.125	686.830	270.478	746.953	538.093	277.077	677.056	608.731	299.794	600.128	532.552	289.019
552	5.51000	602.272	688.227	285.469	750.430	691.243	270.380	752.832	542.394	277.081	683.102	613.211	299.805	606.075	537.210	288.888
553	5.52000	608.620	692.842	285.456	756.431	695.413	270.405	758.922	546.730	277.075	689.205	617.687	299.701	612.006	541.844	288.850
554	5.53000	614.835	697.426	285.324	762.799	699.888	270.449	765.048	551.070	277.207	695.531	622.286	299.704	618.000	546.493	288.732
555	5.54000	621.223	702.097	285.341	769.279	704.126	270.367	771.092	555.398	277.023	701.699	626.779	299.737	624.166	551.058	288.582
556	5.55000	627.610	706.780	285.202	775.664	708.567	270.516	777.240	559.845	276.832	707.894	631.287	299.631	630.269	555.856	288.399
557	5.56000	634.181	711.481	285.088	782.269	713.079	270.402	783.278	563.953	276.730	714.424	635.759	299.574	636.431	560.570	288.210
558	5.57000	640.732	716.132	284.937	788.621	717.499	270.317	789.464	568.465	276.575	720.688	640.285	299.405	642.627	565.240	288.131
559	5.58000	647.194	720.682	284.777	795.384	721.787	270.436	795.814	572.902	276.549	727.089	644.866	299.309	648.802	570.021	287.938
560	5.59000	653.799	725.495	284.459	801.947	726.136	270.324	802.155	577.189	276.654	733.451	649.364	299.184	654.971	574.854	287.665
561	5.60000	660.442	730.274	284.306	808.723	730.486	270.231	808.411	581.556	276.479	739.849	653.917	299.049	661.285	579.683	287.497
562	5.61000	667.284	735.121	284.187	815.410	734.907	270.174	814.773	585.988	276.445	746.394	658.368	298.783	667.693	584.330	287.372
563	5.62000	673.944	739.929	283.900	822.173	739.450	269.881	821.148	590.515	276.347	752.976	662.993	298.704	674.186	588.973	287.359
564	5.63000	680.771	744.734	283.700	829.035	743.686	269.852	827.631	594.894	276.160	759.670	667.678	298.665	680.488	593.846	287.069
565	5.64000	687.665	749.475	283.559	835.866	748.243	269.670	834.104	599.298	276.045	766.272	672.354	298.389	687.052	598.646	286.959
566	5.65000	694.484	754.191	283.342	842.643	752.703	269.628	840.588	603.772	275.781	773.000	676.998	298.317	693.474	603.397	286.662
567	5.66000	701.400	758.997	283.062	849.598	757.262	269.506	847.155	608.208	275.701	779.655	681.669	298.138	700.149	608.247	286.513
568	5.67000	708.290	763.805	282.856	856.407	761.744	269.260	853.812	612.766	275.510	786.408	686.212	297.973	706.718	613.159	286.092
569	5.68000	715.179	768.529	282.556	863.424	766.150	269.261	860.320	617.110	275.471	793.197	690.837	297.777	713.330	617.942	285.942
570	5.69000	722.211	773.331	282.326	870.412	770.491	268.896	867.078	621.657	275.334	800.006	695.445	297.545	719.884	622.700	285.744
571	5.70000	729.170	778.194	282.110	877.469	775.000	268.742	873.693	626.304	275.216	806.875	700.127	297.335	726.670	627.639	285.521
572	5.71000	736.296	783.074	281.973	884.632	779.566	268.647	880.477	630.728	274.857	813.757	704.767	297.141	733.217	632.472	285.037
573	5.72000	743.406	787.979	281.788	891.541	784.044	268.358	887.268	635.267	274.786	820.828	709.430	297.034	740.173	637.392	284.954
574	5.73000	750.585	792.827	281.590	898.774	788.563	268.458	894.049	639.706	274.345	827.587	714.005	296.624	746.947	642.173	284.698
575	5.74000	757.634	797.675	281.358	905.912	793.205	268.115	900.656	644.145	274.062	834.625	718.762	296.476	753.723	647.016	284.371
576	5.75000	764.795	802.517	281.032	913.261	797.726	268.049	907.617	648.779	273.888	841.605	723.410	296.308	760.617	651.767	284.153
577	5.76000	772.016	807.346	280.740	920.390	802.353	267.923	914.571	653.353	273.802	848.580	728.089	295.973	767.504	656.724	283.872
578	5.77000	779.246	812.196	280.489	927.406	806.892	267.633	921.515	657.996	273.640	855.674	732.842	295.801	774.624	661.566	283.587
579	5.78000	786.557	816.978	280.346	934.683	811.209	267.399	928.572	662.499	273.464	862.711	737.543	295.614	781.424	666.338	283.141
580	5.79000	793.731	821.855	279.807	941.811	815.923	267.244	935.567	667.175	273.378	869.754	742.192	295.296	788.415	671.052	282.699
581	5.80000	801.111	826.676	279.627	949.392	820.445	267.230	942.621	671.794	273.083	876.984	746.884	295.048	795.562	675.894	282.445
582	5.81000	808.392	831.490	279.238	956.286	825.147	266.833	949.619	676.286	272.737	884.170	751.560	294.801	802.551	680.886	282.075
583	5.82000	815.688	836.247	278.778	963.860	829.650	266.626	956.719	680.968	272.596	891.437	756.258	294.471	809.739	685.498	282.018
584	5.83000	823.061	841.052	278.587	971.282	834.399	266.302	963.940	685.592	272.260	898.658	761.035	294.205	816.730	690.079	281.670
585	5.84000	830.404	845.970	278.189	978.525	839.032	265.957	970.978	690.107	272.020	905.840	765.697	293.936	823.989	695.106	281.459
586	5.85000	837.803	850.729	277.944	985.951	843.543	265.770	978.316	694.769	271.707	913.182	770.493	293.732	831.277	699.902	281.354
587	5.86000	845.291	855.541	277.665	993.339	848.141	265.157	985.489	699.656	271.738	920.504	775.257	293.463	838.338	704.753	281.141
588	5.87000	852.589	860.344	277.185	1000.711	852.930	264.813	992.795	704.222	271.232	927.820	780.098	293.129	845.661	709.771	280.843
589	5.88000	860.044	865.100	276.832	1008.338	857.539	264.672	999.907	708.831	271.031	935.239	784.842	292.925	852.946	714.606	280.720
590	5.89000	867.543	870.048	276.628	1015.630	862.248	264.143	1007.280	713.502	270.752	942.654	789.673	292.698	860.063	719.400	280.261
591	5.90000	875.027	875.016	276.249	1023.124	866.857	263.931	1014.600	718.314	270.689	949.938	794.281	292.135	867.587	724.265	280.110
592	5.91000	882.536	879.756	275.981	1030.809	871.718	263.685	1022.147	722.878	270.324	957.490	799.113	291.881	874.996	729.099	279.828
593	5.92000	890.085	884.590	275.523	1038.142	876.516	263.285	1029.560	727.843	270.274	964.943	803.830	291.546	882.470	734.095	279.511
594	5.93000	897.610	889.378	275.209	1045.782	880.995	262.910	1036.968	732.375	269.721	972.346	808.656	291.171	889.921	738.916	279.289
595	5.94000	905.300	894.330	274.894	1053.218	885.772	262.619	1044.333	737.220	269.524	979.956	813.421	290.953	897.513	743.608	278.961
596	5.95000	912.837	899.222	274.601	1060.705	890.643	262.014	1051.805	741.715	268.901	987.544	818.308	290.651	904.921	748.428	278.638
597	5.96000	920.471	904.032	274.309	1068.412	895.432	262.008	1059.419	746.764	268.861	995.051	823.199	290.341	912.543	753.124	278.286
598	5.97000	928.002	908.794	273.836	1076.110	900.216	261.510	1067.046	751.440	268.320	1002.686	828.052	290.045	920.032	757.945	277.842
599	5.98000	935.594	913.597	273.404	1083.704	904.969	261.435	1074.482	756.372	268.331	1010.239	832.995	289.682	927.638	762.963	277.458
600	5.99000	943.325	918.541	272.871	1091.389	909.901	261.305	1082.320	761.196	268.214	1017.792	837.830	289.372	935.330	767.825	277.003
601	6.00000	950.735	923.512	271.754	1099.094	914.990	261.490	1089.785	766.186	268.565	1025.294	842.656	289.200	942.752	772.874	276.370
602	6.01000	958.372	928.386	270.820	1106.559	919.721	261.652	1097.391	771.112	268.960	1032.528	847.577	288.613	950.207	777.766	275.006
603	6.02000	965.937	933.394	269.521	1114.432	924.467	262.366	1104.951	776.113	269.663	1039.758	853.005	287.979	957.713	782.636	273.911
604	6.03000	973.363	938.232	268.036	1122.042	929.658	263.346	1112.362	780.839	270.399	1047.169	857.749	288.045	965.204	787.503	272.576
605	6.04000	980.913	943.090	266.359	1129.387	934.504	264.279	1119.854	785.783	271.255	1054.547	862.892	287.830	972.728	792.362	270.909
606	6.05000	988.244	947.964	264.596	1136.829	939.366	265.250	1127.192	790.811	272.688	1061.604	867.861	287.573	979.974	797.282	269.260
607	6.06000	995.660	952.939	262.736	1144.197	944.466	266.509	1134.392	795.527	273.551	1068.137	872.284	287.394	987.207	802.278	267.104
608	6.07000	1002.851	957.898	260.639	1151.283	949.319	267.862	1141.465	800.876	274.826	1074.863	877.181	287.096	994.573	807.258	265.256
609	6.08000	1010.197	962.987	258.872	1158.495	954.342	269.263	1148.395	805.667	275.835	1081.527	882.029	286.603	1001.754	812.077	263.249
610	6.09000	1017.406	967.978	257.117	1165.360	959.367	270.385	1155.344	810.824	277.073	1088.073	887.117	286.139	1008.875	817.202	261.159
611	6.10000	1024.528	972.978	255.368	1172.091	964.446	271.544	1161.951	815.613	277.885	1094.475	892.003	285.805	1015.777	822.290	259.149
612	6.11000	1031.291	977.906	253.560	1178.662	969.236	272.599	1168.335	820.879	278.704	1100.962	897.231	285.627	1022.522	827.077	257.146
613	6.12000	1037.954	982.627	251.633	1185.116	974.306	273.484	1174.703	825.584	279.445	1107.126	902.305	285.183	1029.478	832.270	255.275
614	6.13000	1044.523	987.565	250.171	1191.378	979.511	274.491	1180.760	830.790	280.026	1113.210	907.430	284.745	1035.991	837.201	253.517
615	6.14000	1050.950	992.806	248.771	1197.192	984.412	275.194	1186.847	835.727	280.262	1119.202	912.433	284.354	1042.336	842.601	251.559
616	6.15000	1057.111	997.838	247.444	1203.119	989.322	275.781	1192.479	840.782	280.511	1124.789	917.387	283.700	1048.393	847.461	249.959
617	6.16000	1063.086	1002.869	246.277	1208.534	994.517	276.113	1197.915	845.634	280.511	1130.255	922.240	282.962	1054.327	852.423	248.531
618	6.17000	1068.622	1007.866	244.953	1213.574	999.355	276.258	1203.313	850.818	280.592	1135.334	927.171	282.235	1059.920	857.311	246.750
619	6.18000	1074.037	1012.864	243.829	1218.798	1004.430	276.457	1208.602	855.944	280.453	1140.443	932.280	281.576	1065.560	862.598	245.435
620	6.19000	1079.105	1017.830	242.682	1223.772	1009.610	276.440	1213.556	861.112	280.060	1145.364	937.300	280.826	1070.539	867.790	243.957
621	6.20000	1083.852	1022.886	241.708	1228.510	1014.648	276.424	1218.180	865.835	279.497	1150.071	942.261	280.137	1075.656	872.541	242.741
622	6.21000	1088.523	1027.923	240.800	1232.745	1019.622	276.057	1222.722	871.090	279.172	1154.493	947.370	279.387	1080.265	877.712	241.567
623	6.22000	1092.778	1032.900	239.820	1236.983	1024.852	275.632	1226.986	876.123	278.481	1158.640	952.420	278.582	1084.701	882.714	240.382
624	6.23000	1096.627	1037.824	238.686	1240.952	1029.947	275.329	1230.916	881.279	277.829	1162.637	957.471	277.831	1088.885	887.517	239.293
625	6.24000	1100.442	1042.887	237.824	1244.439	1035.118	274.442	1234.743	886.378	277.173	1166.110	962.396	276.825	1092.609	892.608	238.194
626	6.25000	1103.832	1047.847	236.812	1247.882	1040.249	273.719	1238.312	891.563	276.483	1169.678	967.502	276.034	1096.281	897.456	237.352
627	6.26000	1106.888	1052.727	235.833	1250.970	1045.513	272.773	1241.587	896.687	275.540	1172.766	972.476	275.033	1099.611	902.519	236.321
628	6.27000	1109.863	1057.954	235.023	1253.942	1050.483	271.982	1244.570	901.834	274.637	1175.644	977.950	273.984	1102.719	907.227	235.384
629	6.28000	1112.335	1062.780	233.787	1256.382	1055.663	270.847	1247.356	906.910	273.706	1178.382	983.111	273.025	1105.377	912.199	234.504
630	6.29000	1114.637	1067.663	232.734	1258.673	1060.977	269.780	1249.846	912.088	272.767	1180.788	988.379	271.999	1107.829	917.029	233.717
631	6.30000	1116.669	1072.533	231.781	1260.749	1066.296	268.641	1252.106	917.390	271.786	1182.890	993.310	270.994	1110.230	921.902	232.762
632	6.31000	1118.309	1077.446	230.558	1262.641	1071.496	267.434	1254.169	922.680	270.881	1184.711	998.312	269.962	1112.085	926.866	231.826
633	6.32000	1119.776	1082.495	229.569	1264.065	1076.476	266.252	1255.826	927.770	269.676	1186.390	1003.243	268.910	1113.712	931.895	230.857
634	6.33000	1121.010	1087.451	228.412	1265.326	1081.746	264.991	1257.287	932.960	268.700	1187.820	1008.158	267.926	1115.173	936.722	230.125
635	6.34000	1122.002	1092.407	227.273	1266.142	1087.031	263.640	1258.533	938.188	267.713	1188.898	1013.233	266.791	1116.355	941.715	229.307
636	6.35000	1122.652	1097.390	226.247	1266.962	1092.136	262.299	1259.564	943.582	266.760	1189.758	1018.319	265.817	1117.344	946.452	228.346
637	6.36000	1122.946	1102.104	225.173	1267.297	1097.320	260.994	1260.113	948.637	265.555	1190.397	1023.446	264.717	1117.810	951.421	227.607
638	6.37000	1123.120	1107.047	224.095	1267.308	1102.402	259.602	1260.670	953.907	264.474	1190.778	1028.566	263.679	1118.201	956.395	226.769
639	6.38000	1123.094	1112.183	223.048	1267.346	1107.650	258.456	1260.866	959.105	263.510	1190.801	1033.755	262.641	1118.439	961.427	225.878
640	6.39000	1122.523	1116.962	221.849	1267.035	1113.017	257.221	1260.848	964.344	262.480	1190.738	1038.947	261.685	1118.321	966.058	224.840
641	6.40000	1121.859	1121.890	220.835	1266.345	1118.037	255.726	1260.505	969.457	261.230	1190.250	1043.864	260.536	1117.921	971.100	223.879
642	6.41000	1120.991	1126.864	219.886	1265.461	1123.357	254.667	1259.851	974.779	260.132	1189.513	1048.945	259.400	1117.548	976.015	223.244
643	6.42000	1119.868	1131.769	219.031	1264.645	1128.582	253.626	1259.091	979.922	258.933	1188.516	1053.834	258.417	1116.287	981.014	222.034
644	6.43000	1118.240	1136.645	217.821	1263.147	1133.790	252.346	1257.988	985.348	258.047	1187.412	1058.954	257.494	1115.299	985.836	221.006
645	6.44000	1116.700	1141.709	217.047	1261.583	1139.144	251.311	1256.783	990.320	256.707	1185.903	1063.965	256.299	1113.924	990.806	220.189
646	6.45000	1114.769	1146.555	216.146	1259.619	1144.396	250.222	1255.014	995.671	255.682	1184.176	1069.062	255.221	1112.161	995.614	219.327
647	6.46000	1112.594	1151.562	215.095	1257.234	1149.311	249.018	1253.280	1000.735	254.506	1182.224	1074.015	254.473	1110.216	1000.435	218.180
648	6.47000	1110.210	1156.379	214.301	1255.025	1154.389	248.185	1251.099	1005.917	253.585	1179.695	1078.957	253.279	1108.292	1005.342	217.290
649	6.48000	1107.555	1161.471	213.497	1252.542	1159.853	247.082	1248.789	1010.916	252.106	1177.383	1084.075	252.394	1105.837	1010.568	216.230
650	6.49000	1104.756	1166.411	213.150	1249.771	1164.913	245.768	1246.374	1016.197	250.747	1174.807	1089.050	251.395	1103.454	1015.419	215.641
651	6.50000	1101.553	1171.293	212.801	1246.926	1170.016	244.452	1243.906	1021.119	248.804	1172.155	1094.042	250.448	1100.501	1020.344	214.985
652	6.51000	1098.205	1176.175	212.800	1244.044	1175.206	242.727	1241.060	1026.237	247.052	1169.380	1099.014	249.336	1097.389	1025.284	214.430
653	6.52000	1094.796	1181.274	213.010	1240.814	1180.167	240.814	1238.270	1031.029	244.412	1166.654	1103.952	248.381	1094.362	1030.025	214.422
654	6.53000	1090.874	1185.889	213.307	1237.601	1185.305	238.698	1235.160	1036.267	242.135	1163.741	1108.768	247.179	1090.681	1035.226	214.292
655	6.54000	1087.127	1190.893	213.906	1234.360	1190.338	236.428	1232.161	1041.135	239.520	1160.628	1113.742	246.210	1086.799	1039.852	214.476
656	6.55000	1083.273	1195.902	214.288	1230.923	1195.379	234.029	1228.685	1046.365	237.256	1157.455	1118.676	245.301	1083.223	1044.787	214.871
657	6.56000	1079.190	1200.688	214.668	1227.151	1200.328	231.309	1225.368	1051.335	234.644	1153.857	1123.567	244.165	1078.872	1049.724	215.407
658	6.57000	1075.219	1205.615	215.185	1223.540	1205.351	228.814	1221.528	1056.179	232.365	1150.524	1128.556	243.105	1074.757	1054.625	215.862
659	6.58000	1071.242	1210.563	215.701	1219.520	1209.904	226.285	1217.826	1061.273	230.169	1146.820	1133.652	242.361	1070.893	1059.693	216.707
660	6.59000	1067.000	1215.485	215.772	1215.435	1214.956	223.721	1213.756	1066.048	228.246	1143.099	1138.589	241.186	1066.860	1064.575	217.487
661	6.60000	1062.796	1220.434	216.087	1211.248	1219.744	221.064	1209.834	1070.984	226.371	1139.378	1143.549	240.396	1062.755	1069.451	218.264
662	6.61000	1058.562	1225.280	216.064	1207.202	1224.818	218.991	1205.678	1075.961	224.669	1135.571	1148.501	239.794	1058.653	1074.403	219.179
663	6.62000	1054.430	1230.192	216.293	1203.176	1229.516	216.801	1201.450	1080.684	223.022	1131.615	1153.485	238.769	1054.298	1079.349	219.779
664	6.63000	1050.151	1235.081	216.282	1198.900	1234.187	214.697	1197.418	1085.723	221.737	1127.614	1158.441	238.170	1050.093	1084.061	220.549
665	6.64000	1046.044	1239.847	216.413	1194.805	1239.110	213.102	1193.122	1090.367	220.501	1123.718	1163.254	237.524	1045.934	1088.991	221.280
666	6.65000	1041.863	1244.842	216.441	1190.519	1244.009	211.272	1188.990	1095.126	219.373	1119.848	1168.311	237.106	1041.723	1094.081	221.667
667	6.66000	1037.721	1249.775	216.476	1186.235	1248.454	209.841	1184.764	1100.076	218.448	1115.662	1172.997	236.243	1037.574	1098.932	222.123
668	6.67000	1033.751	1254.710	216.612	1182.280	1253.440	208.650	1180.498	1104.642	217.287	1111.641	1177.882	235.928	1033.656	1103.755	222.770
669	6.68000	1029.685	1259.608	216.631	1178.020	1257.953	207.516	1176.367	1109.462	216.585	1107.565	1182.653	235.245	1029.177	1108.768	222.901
670	6.69000	1025.843	1264.513	216.599	1174.170	1262.946	206.735	1172.396	1114.299	216.051	1104.016	1187.633	235.335	1024.759	1113.293	223.280
671	6.70000	1021.925	1269.478	216.660	1170.289	1267.744	206.050	1167.590	1118.522	215.111	1099.939	1192.496	234.792	1020.828	1118.305	223.498
672	6.71000	1018.197	1274.429	216.658	1166.464	1272.371	205.616	1163.775	1123.443	214.680	1096.299	1197.468	234.741	1016.759	1123.065	223.663
673	6.72000	1014.372	1279.402	216.655	1162.587	1277.208	205.036	1159.944	1128.271	214.502	1092.232	1202.088	234.258	1012.990	1128.240	223.556
674	6.73000	1010.764	1284.312	216.656	1159.111	1281.791	204.976	1156.066	1132.940	214.060	1088.589	1207.096	234.103	1009.151	1133.138	223.547
675	6.74000	1007.222	1289.503	216.565	1155.444	1286.797	204.671	1152.269	1137.731	213.883	1084.939	1211.841	234.038	1005.426	1138.156	223.351
676	6.75000	1003.685	1294.180	216.527	1152.078	1291.476	204.841	1148.614	1142.505	213.690	1081.447	1216.809	233.945	1001.633	1142.957	223.341
677	6.76000	1000.210	1299.313	216.403	1148.460	1296.237	204.628	1145.109	1147.411	213.644	1077.919	1221.621	233.866	997.981	1147.959	223.096
678	6.77000	996.960	1304.236	216.502	1145.031	1300.970	204.584	1141.279	1152.027	213.065	1074.475	1226.429	233.857	994.699	1153.003	222.801
679	6.78000	993.563	1309.141	216.389	1141.839	1305.881	204.829	1137.844	1156.981	213.247	1071.034	1231.204	233.754	991.121	1157.932	222.615
680	6.79000	990.284	1313.952	216.336	1138.674	1310.727	204.679	1134.393	1161.479	212.859	1067.564	1236.091	233.528	987.812	1163.024	222.402
681	6.80000	987.166	1319.044	216.457	1135.554	1315.441	204.772	1131.058	1166.419	212.935	1064.342	1240.840	233.406	984.172	1167.839	222.501
682	6.81000	984.112	1323.923	216.554	1132.489	1320.320	204.833	1127.893	1171.011	212.745	1061.347	1245.902	233.576	980.930	1172.827	222.184
683	6.82000	981.278	1329.123	216.583	1129.322	1325.024	204.653	1124.864	1176.030	212.839	1058.385	1250.852	233.563	977.849	1177.752	222.346
684	6.83000	978.278	1334.007	216.583	1126.651	1329.847	204.925	1121.808	1180.768	212.617	1055.336	1255.654	233.542	975.078	1182.855	222.101
685	6.84000	975.501	1338.896	216.780	1123.833	1334.665	204.985	1119.004	1185.858	212.811	1052.448	1260.617	233.486	971.940	1187.724	222.106
686	6.85000	972.761	1343.915	216.879	1121.006	1339.491	204.958	1116.119	1190.669	212.520	1049.719	1265.376	233.635	969.188	1192.597	222.098
687	6.86000	970.013	1348.824	216.835	1118.006	1344.233	204.895	1112.975	1195.298	212.367	1046.944	1270.189	233.664	966.375	1197.762	222.250
688	6.87000	967.435	1353.681	217.138	1115.509	1348.962	204.988	1110.374	1200.180	212.446	1044.364	1275.057	233.677	963.325	1202.297	222.116
689	6.88000	964.990	1358.682	217.208	1113.136	1353.901	205.208	1107.582	1204.918	212.418	1041.705	1279.928	233.712	960.755	1207.360	222.240
690	6.89000	962.503	1363.678	217.267	1110.792	1358.648	205.393	1105.144	1209.807	212.507	1039.083	1284.701	233.843	958.273	1212.160	222.515
691	6.90000	960.059	1368.529	217.587	1108.352	1363.571	205.442	1102.591	1214.565	212.837	1036.562	1289.378	233.895	955.683	1217.142	222.446
692	6.91000	957.884	1373.463	217.821	1106.041	1368.325	205.535	1100.366	1219.453	212.884	1034.239	1294.349	234.199	953.404	1222.098	222.873
693	6.92000	955.559	1378.299	218.042	1104.036	1373.195	206.095	1098.018	1224.272	213.284	1031.904	1299.068	234.489	951.141	1227.033	223.313
694	6.93000	953.442	1383.105	218.773	1101.809	1377.883	206.386	1095.757	1228.971	213.669	1029.787	1304.004	234.970	948.682	1231.915	223.566
695	6.94000	951.516	1388.100	219.259	1099.891	1382.763	206.970	1093.748	1233.912	214.198	1027.759	1308.889	235.576	946.694	1236.880	224.274
696	6.95000	949.477	1392.919	219.798	1097.737	1387.319	207.554	1091.650	1238.608	214.687	1025.550	1313.560	236.093	944.641	1241.736	224.974
697	6.96000	947.717	1397.849	220.897	1095.963	1392.058	208.330	1089.534	1243.369	215.613	1023.861	1318.506	236.974	942.459	1246.619	225.753
698	6.97000	945.917	1402.751	221.817	1094.182	1396.941	209.297	1087.818	1248.205	216.326	1022.026	1323.341	237.947	940.292	1251.287	227.009
699	6.98000	944.295	1407.724	223.008	1092.230	1401.603	210.246	1085.743	1252.766	217.346	1020.197	1327.935	238.970	938.525	1256.401	227.705
700	6.99000	942.546	1412.462	224.269	1090.642	1406.361	211.308	1084.009	1257.389	218.491	1018.611	1332.828	240.133	936.717	1261.264	228.996
701	7.00000	941.111	1417.385	225.655	1089.070	1411.141	212.608	1082.104	1262.073	219.667	1017.167	1337.807	241.532	935.412	1266.217	230.414
702	7.01000	939.827	1422.303	227.210	1087.780	1415.883	214.195	1080.659	1266.898	221.101	1015.786	1342.627	243.071	933.691	1270.985	231.885
703	7.02000	938.390	1427.084	228.805	1086.324	1420.617	215.681	1079.065	1271.523	222.739	1014.370	1347.417	244.649	932.348	1275.759	233.707
704	7.03000	937.209	1431.792	230.815	1085.177	1425.323	217.525	1077.737	1276.256	224.406	1012.822	1352.063	246.424	931.105	1280.712	235.643
705	7.04000	936.051	1436.697	232.700	1083.815	1430.025	219.219	1076.589	1281.069	226.422	1011.728	1356.947	248.439	930.078	1285.499	237.766
706	7.05000	934.940	1441.541	234.878	1082.848	1434.906	221.422	1075.498	1285.884	228.530	1010.830	1361.742	250.554	928.561	1290.074	239.891
707	7.06000	934.020	1446.372	237.276	1082.116	1439.624	223.744	1074.232	1290.315	230.762	1009.663	1366.339	252.828	927.469	1294.787	242.264
708	7.07000	933.049	1451.066	239.567	1080.985	1444.278	226.088	1073.246	1295.035	233.077	1008.635	1371.074	255.144	926.621	1299.645	244.750
709	7.08000	932.313	1455.904	242.138	1080.423	1448.935	228.720	1072.417	1299.763	235.812	1008.028	1375.865	257.938	925.849	1304.437	247.478
710	7.09000	931.662	1460.647	244.945	1079.713	1453.705	231.554	1071.857	1304.639	238.631	1007.346	1380.690	260.683	925.149	1309.287	250.305
